Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,reliability,scalability
3,9,12,1,92,0.013056,0.18366,0,1.6679e-05
3,7,2,1,55,0.011417,0.18891,0,1.7155e-05
3,10,14,1,98,0.013056,0.17634,0,1.6011e-05
3,10,4,3,15,0.012111,0.17633,0,1.6012e-05
3,5,12,3,96,0.013889,0.17633,0,1.6013e-05
3,7,2,3,94,0.011611,0.18891,0,1.7155e-05
3,7,8,3,40,0.013056,0.18891,0,1.7155e-05
3,7,2,3,4,0.011611,0.18891,0,1.7155e-05
3,3,2,1,83,0.011417,0.18365,0,1.668e-05
3,7,2,3,4,0.011611,0.18891,0,1.7155e-05
3,5,2,3,80,0.011611,0.17633,0,1.6013e-05
3,2,4,2,65,0.012111,0.22032,0,2.0013e-05
3,8,8,1,68,0.012667,0.17908,0,1.6262e-05
3,7,2,1,50,0.011417,0.18891,0,1.7155e-05
3,10,2,2,23,0.011611,0.17633,0,1.6012e-05
3,8,2,2,70,0.011611,0.17908,0,1.6262e-05
3,9,14,2,14,0.013889,0.18366,0,1.6679e-05
3,2,2,3,26,0.011611,0.22032,0,2.0013e-05
3,9,2,3,35,0.011611,0.18366,0,1.6679e-05
3,2,2,2,48,0.011611,0.22032,0,2.0013e-05
3,4,10,2,55,0.013056,0.19283,0,1.7513e-05
3,10,2,3,76,0.011611,0.17633,0,1.6012e-05
3,4,4,1,6,0.011889,0.19283,0,1.7513e-05
3,6,8,3,13,0.013056,0.18366,0,1.6679e-05
3,6,4,1,34,0.011889,0.18366,0,1.6679e-05
3,2,10,1,53,0.012667,0.22032,0,2.0013e-05
3,2,6,1,66,0.012111,0.22032,0,2.0013e-05
3,7,8,2,9,0.013056,0.18891,0,1.7155e-05
3,3,12,1,83,0.013056,0.18365,0,1.668e-05
3,6,16,1,45,0.013889,0.18366,0,1.6679e-05
3,2,14,1,78,0.013056,0.22032,0,2.0013e-05
3,9,12,1,40,0.013056,0.18366,0,1.6679e-05
3,3,10,2,92,0.013056,0.18365,0,1.668e-05
3,2,2,1,14,0.011417,0.22032,0,2.0013e-05
3,9,4,2,15,0.012111,0.18366,0,1.6679e-05
3,9,6,2,52,0.012667,0.18366,0,1.6679e-05
3,5,2,1,13,0.011417,0.17632,0,1.6013e-05
3,2,2,2,5,0.012611,0.22032,0,2.0124e-05
3,10,14,2,49,0.013889,0.17633,0,1.6012e-05
3,4,12,2,12,0.013889,0.19283,0,1.7513e-05
3,8,2,1,41,0.011417,0.17908,0,1.6263e-05
3,1,2,3,96,0.011611,0.22032,0,2.0013e-05
3,6,2,1,36,0.011417,0.18367,0,1.6679e-05
3,9,2,1,17,0.011417,0.18367,0,1.6678e-05
3,7,8,2,46,0.013056,0.18891,0,1.7155e-05
3,6,2,3,19,0.011611,0.18366,0,1.6679e-05
3,7,2,2,63,0.011611,0.18891,0,1.7155e-05
3,8,2,3,78,0.011611,0.17908,0,1.6262e-05
3,5,4,2,31,0.012111,0.17633,0,1.6012e-05
3,6,4,3,80,0.012111,0.18367,0,1.6679e-05
3,7,2,3,54,0.011611,0.18891,0,1.7155e-05
3,4,14,3,56,0.015833,0.19283,0,1.7513e-05
3,7,6,1,31,0.012111,0.18891,0,1.7155e-05
3,5,2,3,20,0.011611,0.17632,0,1.6013e-05
3,3,2,1,44,0.011417,0.18365,0,1.6679e-05
3,4,14,2,19,0.013889,0.19282,0,1.7513e-05
3,10,16,2,12,0.015833,0.17634,0,1.6011e-05
3,3,4,2,27,0.012111,0.18365,0,1.668e-05
3,7,8,1,12,0.012667,0.18891,0,1.7155e-05
3,3,2,2,51,0.011611,0.18365,0,1.668e-05
3,1,2,3,3,0.012111,0.22032,0,2.0069e-05
3,10,8,2,58,0.013056,0.17633,0,1.6012e-05
3,3,4,3,55,0.012111,0.18365,0,1.6679e-05
3,6,2,2,63,0.011611,0.18367,0,1.6679e-05
3,7,2,2,99,0.011611,0.18891,0,1.7155e-05
3,1,12,3,80,0.013889,0.22032,0,2.0013e-05
3,1,2,2,68,0.011611,0.22032,0,2.0013e-05
3,2,8,1,66,0.012667,0.22032,0,2.0013e-05
3,5,8,3,91,0.013056,0.17632,0,1.6013e-05
3,9,2,3,20,0.011611,0.18366,0,1.6679e-05
3,1,8,2,48,0.013056,0.22032,0,2.0013e-05
3,10,6,2,86,0.012667,0.17633,0,1.6012e-05
3,9,4,1,24,0.011889,0.18367,0,1.6678e-05
3,9,2,2,17,0.011611,0.18367,0,1.6678e-05
3,10,8,2,48,0.013056,0.17633,0,1.6012e-05
3,1,6,1,8,0.015611,0.22032,0,2.0402e-05
3,6,2,3,82,0.011611,0.18367,0,1.6679e-05
3,8,2,2,52,0.011611,0.17908,0,1.6262e-05
3,10,6,3,46,0.012667,0.17633,0,1.6012e-05
3,5,10,1,14,0.012667,0.17632,0,1.6013e-05
3,2,2,3,81,0.011611,0.22032,0,2.0013e-05
3,1,2,2,42,0.011611,0.22032,0,2.0013e-05
3,7,6,1,44,0.012111,0.18891,0,1.7155e-05
3,1,16,1,11,0.013889,0.22032,0,2.0013e-05
3,4,2,2,34,0.011611,0.19282,0,1.7513e-05
3,10,14,1,74,0.013056,0.17633,0,1.6012e-05
3,3,4,2,95,0.012111,0.18365,0,1.668e-05
3,5,16,1,71,0.013889,0.17632,0,1.6013e-05
3,7,4,3,67,0.012111,0.18891,0,1.7155e-05
3,2,2,3,18,0.011611,0.22032,0,2.0013e-05
3,1,4,3,67,0.012111,0.22032,0,2.0013e-05
3,2,2,2,99,0.011611,0.22032,0,2.0013e-05
3,2,10,2,38,0.013056,0.22032,0,2.0013e-05
3,2,4,2,13,0.012111,0.22032,0,2.0013e-05
3,6,2,2,59,0.011611,0.18366,0,1.6679e-05
3,3,2,2,27,0.011611,0.18365,0,1.668e-05
3,9,16,3,35,0.016667,0.18366,0,1.6679e-05
3,6,2,3,88,0.011611,0.18367,0,1.6679e-05
3,9,2,2,3,0.011611,0.18366,0,1.6679e-05
3,5,2,1,18,0.011417,0.17633,0,1.6012e-05
3,5,2,2,48,0.011611,0.17633,0,1.6013e-05
3,7,6,2,4,0.012667,0.18891,0,1.7155e-05
3,1,2,2,66,0.011611,0.22032,0,2.0013e-05
3,5,10,3,97,0.013889,0.17632,0,1.6013e-05
3,6,2,1,62,0.011417,0.18367,0,1.6679e-05
3,8,4,1,27,0.011889,0.17908,0,1.6263e-05
3,2,2,2,53,0.011611,0.22032,0,2.0013e-05
3,5,12,2,95,0.013889,0.17633,0,1.6013e-05
3,7,14,1,68,0.013056,0.18891,0,1.7155e-05
3,3,6,3,7,0.012667,0.18365,0,1.668e-05
3,3,2,3,85,0.011611,0.18365,0,1.668e-05
3,4,8,3,1,0.013056,0.19282,0,1.7513e-05
3,7,2,3,1,0.011656,0.18891,0,1.716e-05
3,5,4,2,78,0.012111,0.17632,0,1.6013e-05
3,4,8,2,4,0.013056,0.19283,0,1.7513e-05
3,2,8,2,16,0.013056,0.22032,0,2.0013e-05
3,4,6,1,74,0.012111,0.19283,0,1.7513e-05
3,3,12,1,77,0.013056,0.18365,0,1.668e-05
3,2,2,1,58,0.011417,0.22032,0,2.0013e-05
3,7,4,2,65,0.012111,0.18891,0,1.7155e-05
3,7,6,2,95,0.012667,0.18891,0,1.7155e-05
3,3,8,1,12,0.012667,0.18365,0,1.6679e-05
3,7,4,2,67,0.012111,0.18891,0,1.7155e-05
3,8,2,2,42,0.011611,0.17908,0,1.6262e-05
3,9,10,1,62,0.012667,0.18367,0,1.6678e-05
3,6,4,3,27,0.012111,0.18366,0,1.6679e-05
3,4,2,3,65,0.011611,0.19282,0,1.7513e-05
3,5,6,2,65,0.012667,0.17632,0,1.6013e-05
3,6,8,2,100,0.013056,0.18367,0,1.6679e-05
3,3,2,1,7,0.012333,0.18365,0,1.6782e-05
3,5,4,2,77,0.012111,0.17632,0,1.6013e-05
3,7,8,3,98,0.013056,0.18891,0,1.7155e-05
3,2,2,3,10,0.011611,0.22032,0,2.0013e-05
3,6,4,3,49,0.012111,0.18367,0,1.6679e-05
3,4,6,3,53,0.012667,0.19282,0,1.7513e-05
3,4,2,2,27,0.011611,0.19282,0,1.7513e-05
3,1,8,1,45,0.012667,0.22032,0,2.0013e-05
3,7,2,3,40,0.011611,0.18891,0,1.7155e-05
3,7,8,2,2,0.013056,0.18891,0,1.7155e-05
3,4,4,1,20,0.011889,0.19282,0,1.7513e-05
3,9,4,3,40,0.012111,0.18366,0,1.6679e-05
3,8,2,3,76,0.011611,0.17908,0,1.6262e-05
3,4,2,3,95,0.011611,0.19282,0,1.7513e-05
3,4,6,2,84,0.012667,0.19282,0,1.7513e-05
3,8,2,3,99,0.011611,0.17908,0,1.6262e-05
3,6,12,2,16,0.013889,0.18366,0,1.6679e-05
3,2,4,3,83,0.012111,0.22032,0,2.0013e-05
3,8,2,2,9,0.011611,0.17908,0,1.6263e-05
3,2,2,3,50,0.011611,0.22032,0,2.0013e-05
3,2,4,1,6,0.013833,0.22032,0,2.0229e-05
3,9,4,3,70,0.012111,0.18366,0,1.6679e-05
3,6,10,3,99,0.013889,0.18367,0,1.6679e-05
3,1,12,2,99,0.013889,0.22032,0,2.0013e-05
3,6,4,3,23,0.012111,0.18367,0,1.6679e-05
3,5,12,2,85,0.013889,0.17633,0,1.6013e-05
3,8,6,1,67,0.012111,0.17908,0,1.6262e-05
3,1,6,2,73,0.012667,0.22032,0,2.0013e-05
3,9,16,3,59,0.016667,0.18366,0,1.6679e-05
3,10,6,1,13,0.012111,0.17633,0,1.6012e-05
3,9,4,3,21,0.012111,0.18366,0,1.6679e-05
3,6,6,1,62,0.012111,0.18367,0,1.6679e-05
3,4,2,2,20,0.011611,0.19282,0,1.7513e-05
3,2,2,1,19,0.011417,0.22032,0,2.0013e-05
3,1,6,1,54,0.012111,0.22032,0,2.0013e-05
3,7,4,2,45,0.012111,0.18891,0,1.7155e-05
3,2,4,3,88,0.012111,0.22032,0,2.0013e-05
3,3,2,2,65,0.011611,0.18365,0,1.668e-05
3,5,2,3,9,0.011611,0.17632,0,1.6013e-05
3,2,2,1,63,0.011417,0.22032,0,2.0013e-05
3,6,2,3,73,0.011611,0.18366,0,1.6679e-05
3,8,2,3,94,0.011611,0.17908,0,1.6263e-05
3,10,10,3,52,0.013889,0.17633,0,1.6012e-05
3,2,2,1,4,0.011875,0.22032,0,2.0064e-05
3,10,2,1,34,0.011417,0.17633,0,1.6012e-05
3,5,6,1,85,0.012111,0.17633,0,1.6013e-05
3,6,10,2,45,0.013056,0.18366,0,1.6679e-05
3,1,2,2,34,0.011611,0.22032,0,2.0013e-05
3,9,2,3,54,0.011611,0.18366,0,1.6679e-05
3,8,16,1,42,0.013889,0.17908,0,1.6262e-05
3,5,8,3,11,0.013056,0.17633,0,1.6012e-05
3,2,2,1,53,0.011417,0.22032,0,2.0013e-05
3,4,2,1,91,0.011417,0.19282,0,1.7513e-05
3,7,4,3,11,0.012111,0.18891,0,1.7155e-05
3,8,8,2,19,0.013056,0.17908,0,1.6262e-05
3,6,2,1,22,0.011417,0.18366,0,1.6679e-05
3,9,2,1,6,0.011417,0.18367,0,1.6678e-05
3,5,2,3,20,0.011611,0.17632,0,1.6013e-05
3,1,2,2,11,0.014111,0.22032,0,2.0291e-05
3,10,2,1,7,0.011417,0.17633,0,1.6012e-05
3,3,2,2,77,0.011611,0.18365,0,1.668e-05
3,7,2,1,78,0.011417,0.18891,0,1.7155e-05
3,10,4,1,83,0.011889,0.17633,0,1.6012e-05
3,4,2,3,2,0.011861,0.19282,0,1.7541e-05
3,1,6,2,53,0.012667,0.22032,0,2.0013e-05
3,8,8,3,29,0.013056,0.17908,0,1.6262e-05
3,7,4,2,7,0.012111,0.18891,0,1.7155e-05
3,8,2,2,75,0.011611,0.17908,0,1.6262e-05
3,2,2,2,49,0.011611,0.22032,0,2.0013e-05
3,9,10,3,6,0.013889,0.18367,0,1.6678e-05
3,1,2,3,95,0.011611,0.22032,0,2.0013e-05
3,7,2,3,12,0.011611,0.18891,0,1.7155e-05
3,2,6,1,66,0.012111,0.22032,0,2.0013e-05
3,8,6,3,24,0.012667,0.17908,0,1.6262e-05
3,8,16,3,9,0.016667,0.17908,0,1.6263e-05
3,4,2,3,60,0.011611,0.19282,0,1.7513e-05
3,8,2,1,9,0.011417,0.17908,0,1.6263e-05
3,8,2,2,56,0.011611,0.17908,0,1.6262e-05
3,3,6,2,16,0.012667,0.18365,0,1.668e-05
3,8,2,1,24,0.011417,0.17908,0,1.6262e-05
3,6,2,2,11,0.011611,0.18367,0,1.6679e-05
3,2,8,1,61,0.012667,0.22032,0,2.0013e-05
3,10,4,3,76,0.012111,0.17633,0,1.6012e-05
3,5,6,1,94,0.012111,0.17633,0,1.6013e-05
3,2,2,3,49,0.011611,0.22032,0,2.0013e-05
3,8,2,1,4,0.011417,0.17908,0,1.6262e-05
3,7,4,2,61,0.012111,0.18891,0,1.7155e-05
3,1,2,3,70,0.011611,0.22032,0,2.0013e-05
3,2,2,1,1,0.013259,0.22032,0,2.0199e-05
3,5,6,3,54,0.012667,0.17633,0,1.6013e-05
3,2,6,1,14,0.012111,0.22032,0,2.0013e-05
3,1,2,1,20,0.014319,0.22032,0,2.0336e-05
3,4,2,1,26,0.011417,0.19282,0,1.7513e-05
3,9,8,2,19,0.013056,0.18366,0,1.6679e-05
3,3,2,3,71,0.011611,0.18365,0,1.668e-05
3,6,2,1,63,0.011417,0.18367,0,1.6679e-05
3,10,2,1,40,0.011417,0.17633,0,1.6012e-05
3,1,6,2,99,0.012667,0.22032,0,2.0013e-05
3,5,6,1,39,0.012111,0.17632,0,1.6013e-05
3,2,8,3,36,0.013056,0.22032,0,2.0013e-05
3,7,2,2,84,0.011611,0.18891,0,1.7155e-05
3,6,2,1,46,0.011417,0.18366,0,1.6679e-05
3,5,2,2,75,0.011611,0.17633,0,1.6013e-05
3,5,4,1,3,0.011889,0.17632,0,1.6013e-05
3,3,2,2,96,0.011611,0.18365,0,1.668e-05
3,10,4,1,77,0.011889,0.17633,0,1.6012e-05
3,8,8,3,11,0.013056,0.17908,0,1.6262e-05
3,7,4,1,10,0.011889,0.18891,0,1.7155e-05
3,9,2,1,67,0.011417,0.18367,0,1.6678e-05
3,9,4,3,16,0.012111,0.18366,0,1.6679e-05
3,10,4,3,4,0.012111,0.17634,0,1.6011e-05
3,9,8,1,53,0.012667,0.18366,0,1.6679e-05
3,4,4,2,42,0.012111,0.19283,0,1.7513e-05
3,2,2,1,93,0.011417,0.22032,0,2.0013e-05
3,7,14,1,93,0.013056,0.18891,0,1.7155e-05
3,8,4,2,26,0.012111,0.17908,0,1.6262e-05
3,8,2,1,77,0.011417,0.17908,0,1.6262e-05
3,7,8,2,42,0.013056,0.18891,0,1.7155e-05
3,4,10,1,82,0.012667,0.19282,0,1.7513e-05
3,8,10,2,64,0.013056,0.17908,0,1.6262e-05
3,10,4,1,87,0.011889,0.17633,0,1.6012e-05
3,7,2,3,23,0.011611,0.18891,0,1.7155e-05
3,7,6,2,15,0.012667,0.18891,0,1.7155e-05
3,1,4,1,73,0.011889,0.22032,0,2.0013e-05
3,4,10,3,58,0.013889,0.19282,0,1.7513e-05
3,2,14,1,93,0.013056,0.22032,0,2.0013e-05
3,3,2,1,65,0.011417,0.18365,0,1.668e-05
3,2,2,3,35,0.011611,0.22032,0,2.0013e-05
3,7,2,2,3,0.011611,0.18891,0,1.7155e-05
3,10,10,3,82,0.013889,0.17633,0,1.6012e-05
3,4,6,2,54,0.012667,0.19282,0,1.7513e-05
3,3,2,2,23,0.011611,0.18365,0,1.6679e-05
3,9,16,1,54,0.013889,0.18366,0,1.6679e-05
3,1,10,3,7,0.013889,0.22032,0,2.0013e-05
3,10,2,3,79,0.011611,0.17633,0,1.6012e-05
3,6,12,3,63,0.013889,0.18367,0,1.6679e-05
3,2,2,1,5,0.012028,0.22032,0,2.0081e-05
3,2,6,3,36,0.012667,0.22032,0,2.0013e-05
3,5,16,3,68,0.016667,0.17633,0,1.6012e-05
3,10,8,2,67,0.013056,0.17633,0,1.6012e-05
3,3,2,3,53,0.011611,0.18365,0,1.668e-05
3,5,6,3,59,0.012667,0.17632,0,1.6013e-05
3,6,6,2,9,0.012667,0.18366,0,1.6679e-05
3,8,16,2,98,0.015833,0.17908,0,1.6262e-05
3,4,12,2,42,0.013889,0.19283,0,1.7513e-05
3,3,2,1,73,0.011417,0.18365,0,1.668e-05
3,8,6,1,85,0.012111,0.17908,0,1.6262e-05
3,10,8,1,38,0.012667,0.17633,0,1.6012e-05
3,8,8,1,27,0.012667,0.17908,0,1.6263e-05
3,7,4,2,24,0.012111,0.18891,0,1.7155e-05
3,2,10,3,94,0.013889,0.22032,0,2.0013e-05
3,2,2,1,49,0.011417,0.22032,0,2.0013e-05
3,2,12,1,5,0.013056,0.22032,0,2.0013e-05
3,6,8,1,18,0.012667,0.18367,0,1.6679e-05
3,4,2,2,91,0.011611,0.19282,0,1.7513e-05
3,7,2,2,6,0.011611,0.18891,0,1.7155e-05
3,6,4,3,82,0.012111,0.18367,0,1.6679e-05
3,5,12,1,40,0.013056,0.17632,0,1.6013e-05
3,10,12,3,62,0.013889,0.17633,0,1.6012e-05
3,4,14,1,74,0.013056,0.19283,0,1.7513e-05
3,7,10,2,75,0.013056,0.18891,0,1.7155e-05
3,9,2,2,98,0.011611,0.18366,0,1.6679e-05
3,6,2,2,37,0.011611,0.18367,0,1.6679e-05
3,8,4,2,70,0.012111,0.17908,0,1.6262e-05
3,10,2,3,74,0.011611,0.17633,0,1.6012e-05
3,10,2,2,67,0.011611,0.17633,0,1.6012e-05
3,3,2,3,63,0.011611,0.18365,0,1.6679e-05
3,6,6,1,35,0.012111,0.18366,0,1.6679e-05
3,5,2,3,86,0.011611,0.17633,0,1.6013e-05
3,3,8,1,84,0.012667,0.18365,0,1.668e-05
3,2,6,2,81,0.012667,0.22032,0,2.0013e-05
3,6,4,3,36,0.012111,0.18367,0,1.6679e-05
3,5,14,1,98,0.013056,0.17633,0,1.6013e-05
3,2,6,2,68,0.012667,0.22032,0,2.0013e-05
3,4,6,3,2,0.012667,0.19282,0,1.7513e-05
3,1,16,2,24,0.015833,0.22032,0,2.0013e-05
3,5,2,1,26,0.011417,0.17632,0,1.6013e-05
3,4,2,2,13,0.011611,0.19282,0,1.7513e-05
3,9,2,3,40,0.011611,0.18366,0,1.6679e-05
3,1,2,3,80,0.011611,0.22032,0,2.0013e-05
3,6,6,3,6,0.012667,0.18367,0,1.6679e-05
3,4,2,1,73,0.011417,0.19282,0,1.7513e-05
3,8,12,2,8,0.013889,0.17908,0,1.6263e-05
3,10,10,1,55,0.012667,0.17633,0,1.6012e-05
3,10,8,3,44,0.013056,0.17633,0,1.6012e-05
3,5,4,1,75,0.011889,0.17633,0,1.6013e-05
3,6,6,1,14,0.012111,0.18366,0,1.6679e-05
3,5,2,3,79,0.011611,0.17633,0,1.6013e-05
3,7,2,1,56,0.011417,0.18891,0,1.7155e-05
3,4,14,3,29,0.015833,0.19282,0,1.7513e-05
3,9,12,2,89,0.013889,0.18366,0,1.6679e-05
3,10,4,3,58,0.012111,0.17633,0,1.6012e-05
3,1,4,2,53,0.012111,0.22032,0,2.0013e-05
3,4,14,3,85,0.015833,0.19282,0,1.7513e-05
3,4,6,3,94,0.012667,0.19282,0,1.7513e-05
3,7,2,2,8,0.011611,0.18891,0,1.7155e-05
3,5,6,3,82,0.012667,0.17633,0,1.6013e-05
3,5,8,2,98,0.013056,0.17633,0,1.6013e-05
3,10,12,2,46,0.013889,0.17633,0,1.6012e-05
3,3,8,3,92,0.013056,0.18365,0,1.668e-05
3,6,6,1,90,0.012111,0.18366,0,1.6679e-05
3,5,2,3,77,0.011611,0.17632,0,1.6013e-05
3,9,2,3,67,0.011611,0.18367,0,1.6678e-05
