Topology,car_cache,ec2_vcpus,ec2_memorylevel,ec2_instances,latency,cost,reliability,scalability
3,2,4,1,72,0.011889,0.22032,0,2.0013e-05
3,3,12,3,40,0.013889,0.18365,0,1.668e-05
3,5,6,3,61,0.012667,0.17633,0,1.6013e-05
3,6,2,2,72,0.011611,0.18366,0,1.6679e-05
3,9,8,1,68,0.012667,0.18367,0,1.6678e-05
3,5,4,1,82,0.011889,0.17633,0,1.6013e-05
3,4,2,2,38,0.011611,0.19282,0,1.7513e-05
3,6,4,2,40,0.012111,0.18366,0,1.6679e-05
3,6,6,3,73,0.012667,0.18366,0,1.6679e-05
3,5,10,1,7,0.012667,0.17632,0,1.6013e-05
3,1,2,1,31,0.011417,0.22032,0,2.0013e-05
3,1,4,1,15,0.011889,0.22032,0,2.0013e-05
3,7,10,3,58,0.013889,0.18891,0,1.7155e-05
3,10,4,2,34,0.012111,0.17633,0,1.6012e-05
3,5,4,1,89,0.011889,0.17633,0,1.6013e-05
3,1,4,3,40,0.012111,0.22032,0,2.0013e-05
3,7,10,3,94,0.013889,0.18891,0,1.7155e-05
3,2,2,3,60,0.011611,0.22032,0,2.0013e-05
3,6,6,3,54,0.012667,0.18366,0,1.6679e-05
3,3,4,2,97,0.012111,0.18365,0,1.668e-05
3,7,6,3,35,0.012667,0.18891,0,1.7155e-05
3,6,4,1,57,0.011889,0.18366,0,1.6679e-05
3,7,4,3,74,0.012111,0.18891,0,1.7155e-05
3,4,4,2,78,0.012111,0.19282,0,1.7513e-05
3,8,4,3,95,0.012111,0.17908,0,1.6262e-05
3,8,8,1,39,0.012667,0.17908,0,1.6262e-05
3,6,4,1,23,0.011889,0.18367,0,1.6679e-05
3,9,2,3,8,0.011611,0.18366,0,1.6679e-05
3,7,4,1,58,0.011889,0.18891,0,1.7155e-05
3,2,6,2,6,0.012667,0.22032,0,2.0013e-05
3,1,2,1,44,0.011417,0.22032,0,2.0013e-05
3,9,6,2,87,0.012667,0.18367,0,1.6678e-05
3,1,12,1,52,0.013056,0.22032,0,2.0013e-05
3,2,4,1,77,0.011889,0.22032,0,2.0013e-05
3,9,12,3,51,0.013889,0.18366,0,1.6679e-05
3,3,2,2,59,0.011611,0.18365,0,1.668e-05
3,8,2,2,52,0.011611,0.17908,0,1.6262e-05
3,2,14,2,45,0.013889,0.22032,0,2.0013e-05
3,10,6,2,84,0.012667,0.17633,0,1.6012e-05
3,6,4,3,37,0.012111,0.18367,0,1.6679e-05
3,3,4,3,41,0.012111,0.18365,0,1.668e-05
3,2,4,1,41,0.011889,0.22032,0,2.0013e-05
3,9,4,2,37,0.012111,0.18367,0,1.6678e-05
3,2,2,1,43,0.011417,0.22032,0,2.0013e-05
3,3,2,2,12,0.011611,0.18365,0,1.6679e-05
3,5,8,1,79,0.012667,0.17633,0,1.6013e-05
3,1,2,1,23,0.014778,0.22032,0,2.0387e-05
3,1,2,1,27,0.011417,0.22032,0,2.0013e-05
3,2,2,2,91,0.011611,0.22032,0,2.0013e-05
3,10,2,2,38,0.011611,0.17633,0,1.6012e-05
3,6,2,1,44,0.011417,0.18367,0,1.6679e-05
3,2,2,3,44,0.011611,0.22032,0,2.0013e-05
3,10,8,1,69,0.012667,0.17633,0,1.6012e-05
3,8,6,2,22,0.012667,0.17908,0,1.6263e-05
3,8,2,2,90,0.011611,0.17908,0,1.6262e-05
3,9,4,1,61,0.011889,0.18367,0,1.6678e-05
3,10,12,2,34,0.013889,0.17633,0,1.6012e-05
3,9,4,3,4,0.012111,0.18367,0,1.6678e-05
3,6,8,1,34,0.012667,0.18366,0,1.6679e-05
3,2,2,2,55,0.011611,0.22032,0,2.0013e-05
3,1,4,1,25,0.011889,0.22032,0,2.0013e-05
3,3,2,3,94,0.011611,0.18365,0,1.6679e-05
3,9,8,1,37,0.012667,0.18367,0,1.6678e-05
3,2,2,1,70,0.011417,0.22032,0,2.0013e-05
3,7,4,2,29,0.012111,0.18891,0,1.7155e-05
3,6,8,3,58,0.013056,0.18366,0,1.6679e-05
3,8,6,1,51,0.012111,0.17908,0,1.6262e-05
3,4,2,1,20,0.011417,0.19282,0,1.7513e-05
3,7,4,3,26,0.012111,0.18891,0,1.7155e-05
3,1,4,1,95,0.011889,0.22032,0,2.0013e-05
3,10,2,1,68,0.011417,0.17633,0,1.6012e-05
3,9,16,1,46,0.013889,0.18366,0,1.6679e-05
3,6,6,3,66,0.012667,0.18366,0,1.6679e-05
3,8,2,2,12,0.011611,0.17908,0,1.6262e-05
3,1,16,1,60,0.013889,0.22032,0,2.0013e-05
3,10,2,1,35,0.011417,0.17633,0,1.6012e-05
3,10,2,1,16,0.011417,0.17633,0,1.6012e-05
3,4,2,1,44,0.011417,0.19282,0,1.7513e-05
3,1,6,1,58,0.012111,0.22032,0,2.0013e-05
3,8,2,2,57,0.011611,0.17908,0,1.6262e-05
3,1,4,2,23,0.012111,0.22032,0,2.0013e-05
3,9,16,3,51,0.016667,0.18366,0,1.6679e-05
3,3,8,1,96,0.012667,0.18365,0,1.668e-05
3,7,6,1,10,0.012111,0.18891,0,1.7155e-05
3,3,10,3,70,0.013889,0.18365,0,1.668e-05
3,8,2,2,82,0.011611,0.17908,0,1.6262e-05
3,5,16,1,33,0.013889,0.17632,0,1.6013e-05
3,6,2,3,56,0.011611,0.18367,0,1.6679e-05
3,6,10,3,79,0.013889,0.18366,0,1.6679e-05
3,4,4,3,11,0.012111,0.19283,0,1.7513e-05
3,2,2,2,98,0.011611,0.22032,0,2.0013e-05
3,8,2,1,86,0.011417,0.17908,0,1.6262e-05
3,10,6,1,9,0.012111,0.17633,0,1.6012e-05
3,9,6,3,7,0.012667,0.18366,0,1.6679e-05
3,6,2,3,20,0.011611,0.18366,0,1.6679e-05
3,5,2,3,68,0.011611,0.17633,0,1.6012e-05
3,3,2,1,68,0.011417,0.18365,0,1.6679e-05
3,6,2,1,48,0.011417,0.18367,0,1.6679e-05
3,10,4,1,6,0.011889,0.17634,0,1.6011e-05
3,9,4,2,79,0.012111,0.18366,0,1.6679e-05
3,4,4,3,88,0.012111,0.19282,0,1.7513e-05
3,4,6,3,8,0.012667,0.19282,0,1.7513e-05
3,6,4,1,27,0.011889,0.18366,0,1.6679e-05
3,8,16,1,79,0.013889,0.17908,0,1.6262e-05
3,2,16,3,43,0.016667,0.22032,0,2.0013e-05
3,8,4,3,36,0.012111,0.17908,0,1.6262e-05
3,1,6,3,20,0.012667,0.22032,0,2.0013e-05
3,5,8,1,95,0.012667,0.17633,0,1.6013e-05
3,8,4,1,50,0.011889,0.17908,0,1.6262e-05
3,6,16,3,97,0.016667,0.18366,0,1.6679e-05
3,7,4,3,48,0.012111,0.18891,0,1.7155e-05
3,3,2,3,56,0.011611,0.18365,0,1.6679e-05
3,8,16,3,54,0.016667,0.17908,0,1.6262e-05
3,10,2,1,31,0.011417,0.17634,0,1.6011e-05
3,6,4,3,55,0.012111,0.18367,0,1.6679e-05
3,5,4,3,2,0.012111,0.17632,0,1.6013e-05
3,9,2,2,26,0.011611,0.18366,0,1.6679e-05
3,4,6,1,28,0.012111,0.19282,0,1.7513e-05
3,2,2,1,89,0.011417,0.22032,0,2.0013e-05
3,5,4,1,97,0.011889,0.17632,0,1.6013e-05
3,5,10,2,38,0.013056,0.17633,0,1.6013e-05
3,9,8,2,82,0.013056,0.18367,0,1.6678e-05
3,9,4,2,60,0.012111,0.18366,0,1.6679e-05
3,10,8,2,74,0.013056,0.17633,0,1.6012e-05
3,10,4,2,32,0.012111,0.17633,0,1.6012e-05
3,1,2,1,47,0.011417,0.22032,0,2.0013e-05
3,1,12,2,1,0.015389,0.22032,0,2.018e-05
3,1,2,2,13,0.011611,0.22032,0,2.0013e-05
3,1,8,2,79,0.013056,0.22032,0,2.0013e-05
3,5,4,1,5,0.011889,0.17633,0,1.6012e-05
3,1,6,1,85,0.012111,0.22032,0,2.0013e-05
3,9,14,2,23,0.013889,0.18367,0,1.6678e-05
3,3,4,3,35,0.012111,0.18365,0,1.668e-05
3,5,6,3,17,0.012667,0.17633,0,1.6012e-05
3,8,4,2,89,0.012111,0.17908,0,1.6262e-05
3,4,2,2,63,0.011611,0.19282,0,1.7513e-05
3,4,10,3,99,0.013889,0.19282,0,1.7513e-05
3,2,2,1,61,0.011417,0.22032,0,2.0013e-05
3,2,4,3,55,0.012111,0.22032,0,2.0013e-05
3,4,2,2,96,0.011611,0.19282,0,1.7513e-05
3,2,4,3,5,0.012111,0.22032,0,2.0013e-05
3,7,16,1,14,0.013889,0.18891,0,1.7155e-05
3,7,12,2,90,0.013889,0.18891,0,1.7155e-05
3,2,8,2,42,0.013056,0.22032,0,2.0013e-05
3,2,10,2,74,0.013056,0.22032,0,2.0013e-05
3,9,2,3,50,0.011611,0.18367,0,1.6678e-05
3,8,8,3,16,0.013056,0.17908,0,1.6263e-05
3,5,6,3,84,0.012667,0.17632,0,1.6013e-05
3,9,6,2,86,0.012667,0.18367,0,1.6678e-05
3,1,12,2,4,0.013889,0.22032,0,2.0013e-05
3,8,2,1,61,0.011417,0.17908,0,1.6262e-05
3,3,2,2,41,0.011611,0.18365,0,1.668e-05
3,4,6,1,19,0.012111,0.19282,0,1.7513e-05
3,1,2,3,24,0.011611,0.22032,0,2.0013e-05
3,8,6,3,83,0.012667,0.17908,0,1.6262e-05
3,3,2,2,33,0.011611,0.18365,0,1.668e-05
3,9,10,2,27,0.013056,0.18366,0,1.6679e-05
3,7,2,2,39,0.011611,0.18891,0,1.7155e-05
3,6,16,3,99,0.016667,0.18367,0,1.6679e-05
3,3,4,1,76,0.011889,0.18365,0,1.668e-05
3,7,10,3,93,0.013889,0.18891,0,1.7155e-05
3,5,2,2,21,0.011611,0.17632,0,1.6013e-05
3,3,2,1,75,0.011417,0.18365,0,1.6679e-05
3,8,4,2,84,0.012111,0.17908,0,1.6262e-05
3,6,14,3,36,0.015833,0.18367,0,1.6679e-05
3,6,2,2,80,0.011611,0.18367,0,1.6679e-05
3,8,2,3,3,0.011611,0.17908,0,1.6263e-05
3,5,8,3,37,0.013056,0.17633,0,1.6012e-05
3,8,12,1,13,0.013056,0.17908,0,1.6262e-05
3,3,2,1,93,0.011417,0.18365,0,1.6679e-05
3,1,6,1,84,0.012111,0.22032,0,2.0013e-05
3,2,4,3,36,0.012111,0.22032,0,2.0013e-05
3,1,2,2,34,0.011611,0.22032,0,2.0013e-05
3,3,14,3,97,0.015833,0.18365,0,1.668e-05
3,5,14,1,62,0.013056,0.17633,0,1.6012e-05
3,9,2,3,77,0.011611,0.18366,0,1.6679e-05
3,9,4,3,33,0.012111,0.18366,0,1.6679e-05
3,3,2,2,83,0.011611,0.18365,0,1.668e-05
3,3,4,3,62,0.012111,0.18365,0,1.6679e-05
3,10,2,3,68,0.011611,0.17633,0,1.6012e-05
3,3,4,2,60,0.012111,0.18365,0,1.668e-05
3,9,2,3,85,0.011611,0.18366,0,1.6679e-05
3,4,4,2,71,0.012111,0.19282,0,1.7513e-05
3,8,8,2,43,0.013056,0.17908,0,1.6262e-05
3,10,4,3,28,0.012111,0.17633,0,1.6012e-05
3,7,6,3,9,0.012667,0.18891,0,1.7155e-05
3,6,4,1,91,0.011889,0.18366,0,1.6679e-05
3,9,4,3,15,0.012111,0.18366,0,1.6679e-05
3,7,2,2,85,0.011611,0.18891,0,1.7155e-05
3,2,2,2,34,0.011611,0.22032,0,2.0013e-05
3,8,16,1,24,0.013889,0.17908,0,1.6262e-05
3,8,2,3,98,0.011611,0.17908,0,1.6262e-05
3,7,12,2,64,0.013889,0.18891,0,1.7155e-05
3,10,4,3,73,0.012111,0.17633,0,1.6012e-05
3,5,6,3,20,0.012667,0.17632,0,1.6013e-05
3,4,16,2,66,0.015833,0.19282,0,1.7513e-05
3,10,16,2,11,0.015833,0.17634,0,1.6011e-05
3,1,6,2,97,0.012667,0.22032,0,2.0013e-05
3,8,6,2,26,0.012667,0.17908,0,1.6262e-05
3,10,4,1,70,0.011889,0.17633,0,1.6012e-05
3,6,2,3,34,0.011611,0.18366,0,1.6679e-05
3,3,2,1,23,0.011417,0.18365,0,1.6679e-05
3,7,2,1,29,0.011417,0.18891,0,1.7155e-05
3,9,4,3,61,0.012111,0.18367,0,1.6678e-05
3,8,2,3,85,0.011611,0.17908,0,1.6262e-05
3,1,4,1,64,0.011889,0.22032,0,2.0013e-05
3,3,4,2,60,0.012111,0.18365,0,1.668e-05
3,5,2,2,41,0.011611,0.17632,0,1.6013e-05
3,2,4,2,56,0.012111,0.22032,0,2.0013e-05
3,9,8,3,6,0.013056,0.18367,0,1.6678e-05
3,3,4,3,80,0.012111,0.18365,0,1.6679e-05
3,5,2,1,75,0.011417,0.17633,0,1.6013e-05
3,6,2,2,17,0.011611,0.18367,0,1.6679e-05
3,8,2,3,2,0.011611,0.17908,0,1.6263e-05
3,9,6,2,66,0.012667,0.18366,0,1.6679e-05
3,8,2,3,2,0.011611,0.17908,0,1.6263e-05
3,3,2,3,7,0.011611,0.18365,0,1.668e-05
3,6,6,2,87,0.012667,0.18367,0,1.6679e-05
3,1,10,2,70,0.013056,0.22032,0,2.0013e-05
3,3,4,3,96,0.012111,0.18365,0,1.668e-05
3,5,2,1,63,0.011417,0.17633,0,1.6013e-05
3,8,6,2,95,0.012667,0.17908,0,1.6262e-05
3,6,14,1,21,0.013056,0.18366,0,1.6679e-05
3,8,12,3,30,0.013889,0.17908,0,1.6262e-05
3,2,10,3,28,0.013889,0.22032,0,2.0013e-05
3,3,2,3,83,0.011611,0.18365,0,1.668e-05
3,6,4,1,70,0.011889,0.18366,0,1.6679e-05
3,8,4,2,47,0.012111,0.17908,0,1.6263e-05
3,3,6,3,91,0.012667,0.18365,0,1.668e-05
3,8,2,3,14,0.011611,0.17908,0,1.6263e-05
3,2,2,1,59,0.011417,0.22032,0,2.0013e-05
3,1,10,3,93,0.013889,0.22032,0,2.0013e-05
3,5,6,3,54,0.012667,0.17633,0,1.6013e-05
3,3,16,1,33,0.013889,0.18365,0,1.668e-05
3,10,2,1,13,0.011417,0.17633,0,1.6012e-05
3,10,2,1,90,0.011417,0.17633,0,1.6012e-05
3,5,6,2,70,0.012667,0.17633,0,1.6013e-05
3,1,4,1,83,0.011889,0.22032,0,2.0013e-05
3,4,10,1,59,0.012667,0.19282,0,1.7513e-05
3,10,2,1,3,0.011417,0.17633,0,1.6012e-05
3,7,6,1,80,0.012111,0.18891,0,1.7155e-05
3,7,2,1,14,0.011417,0.18891,0,1.7155e-05
3,8,2,1,25,0.011417,0.17908,0,1.6262e-05
3,2,10,3,74,0.013889,0.22032,0,2.0013e-05
3,7,4,1,67,0.011889,0.18891,0,1.7155e-05
3,2,2,1,97,0.011417,0.22032,0,2.0013e-05
3,10,2,2,66,0.011611,0.17633,0,1.6012e-05
3,3,8,2,43,0.013056,0.18365,0,1.6679e-05
3,3,8,3,73,0.013056,0.18365,0,1.668e-05
3,5,14,1,54,0.013056,0.17633,0,1.6013e-05
3,10,2,1,93,0.011417,0.17633,0,1.6012e-05
3,1,2,2,21,0.011611,0.22032,0,2.0013e-05
3,7,10,2,66,0.013056,0.18891,0,1.7155e-05
3,8,2,2,12,0.011611,0.17908,0,1.6262e-05
3,6,10,3,50,0.013889,0.18367,0,1.6679e-05
3,3,6,3,51,0.012667,0.18365,0,1.668e-05
3,10,2,1,30,0.011417,0.17634,0,1.6011e-05
3,4,4,1,70,0.011889,0.19282,0,1.7513e-05
3,1,4,1,31,0.011889,0.22032,0,2.0013e-05
3,2,6,1,16,0.012111,0.22032,0,2.0013e-05
3,1,2,2,88,0.011611,0.22032,0,2.0013e-05
3,1,12,1,84,0.013056,0.22032,0,2.0013e-05
3,9,12,1,51,0.013056,0.18366,0,1.6679e-05
3,5,2,2,61,0.011611,0.17633,0,1.6013e-05
3,3,4,3,49,0.012111,0.18365,0,1.6679e-05
3,7,4,1,30,0.011889,0.18891,0,1.7155e-05
3,9,2,1,52,0.011417,0.18366,0,1.6679e-05
3,4,8,2,81,0.013056,0.19283,0,1.7513e-05
3,9,2,1,83,0.011417,0.18366,0,1.6679e-05
3,7,2,3,52,0.011611,0.18891,0,1.7155e-05
3,6,6,3,86,0.012667,0.18367,0,1.6679e-05
3,4,2,3,34,0.011611,0.19282,0,1.7513e-05
3,9,2,3,18,0.011611,0.18367,0,1.6678e-05
3,2,12,1,69,0.013056,0.22032,0,2.0013e-05
3,8,4,2,98,0.012111,0.17908,0,1.6262e-05
3,4,4,1,33,0.011889,0.19282,0,1.7513e-05
3,4,12,1,32,0.013056,0.19282,0,1.7513e-05
3,5,8,1,88,0.012667,0.17633,0,1.6013e-05
3,1,4,1,76,0.011889,0.22032,0,2.0013e-05
3,8,2,3,56,0.011611,0.17908,0,1.6262e-05
3,9,4,3,42,0.012111,0.18367,0,1.6678e-05
3,4,4,1,93,0.011889,0.19283,0,1.7513e-05
3,5,2,2,71,0.011611,0.17632,0,1.6013e-05
3,5,2,3,59,0.011611,0.17632,0,1.6013e-05
3,4,2,1,53,0.011417,0.19282,0,1.7513e-05
3,5,8,1,85,0.012667,0.17633,0,1.6013e-05
3,7,2,3,20,0.011611,0.18891,0,1.7155e-05
3,7,4,1,1,0.012192,0.18891,0,1.7189e-05
3,8,8,2,6,0.013056,0.17908,0,1.6262e-05
3,6,2,3,54,0.011611,0.18366,0,1.6679e-05
3,3,12,3,89,0.013889,0.18365,0,1.668e-05
3,1,2,3,70,0.011611,0.22032,0,2.0013e-05
3,8,4,2,62,0.012111,0.17908,0,1.6262e-05
3,9,6,2,30,0.012667,0.18367,0,1.6678e-05
3,8,2,2,89,0.011611,0.17908,0,1.6262e-05
3,9,12,3,82,0.013889,0.18367,0,1.6678e-05
3,1,2,1,27,0.011417,0.22032,0,2.0013e-05
3,1,4,2,55,0.012111,0.22032,0,2.0013e-05
3,10,2,2,86,0.011611,0.17633,0,1.6012e-05
3,4,2,2,86,0.011611,0.19282,0,1.7513e-05
3,4,6,2,46,0.012667,0.19282,0,1.7513e-05
3,5,14,1,28,0.013056,0.17632,0,1.6013e-05
3,5,6,3,47,0.012667,0.17632,0,1.6013e-05
3,5,8,2,87,0.013056,0.17633,0,1.6012e-05
3,5,4,2,23,0.012111,0.17633,0,1.6012e-05
3,1,2,3,24,0.011611,0.22032,0,2.0013e-05
3,9,8,3,94,0.013056,0.18367,0,1.6678e-05
3,2,2,3,65,0.011611,0.22032,0,2.0013e-05
3,9,4,1,63,0.011889,0.18367,0,1.6678e-05
3,3,4,3,61,0.012111,0.18365,0,1.6679e-05
3,6,4,1,43,0.011889,0.18367,0,1.6679e-05
3,1,6,3,10,0.012667,0.22032,0,2.0013e-05
3,1,12,1,1,0.016128,0.22032,0,2.0355e-05
3,9,2,3,10,0.011611,0.18367,0,1.6678e-05
3,4,6,2,67,0.012667,0.19282,0,1.7513e-05
3,7,4,1,76,0.011889,0.18891,0,1.7155e-05
3,3,6,3,9,0.012667,0.18365,0,1.668e-05
3,10,2,3,84,0.011611,0.17633,0,1.6012e-05
3,1,4,3,33,0.012111,0.22032,0,2.0013e-05
3,9,6,3,80,0.012667,0.18367,0,1.6678e-05
3,1,2,2,49,0.011611,0.22032,0,2.0013e-05
3,10,8,2,30,0.013056,0.17634,0,1.6011e-05
3,3,12,2,82,0.013889,0.18365,0,1.6679e-05
3,1,10,1,90,0.012667,0.22032,0,2.0013e-05
3,9,4,1,18,0.011889,0.18367,0,1.6678e-05
3,8,10,1,76,0.012667,0.17908,0,1.6262e-05
3,10,2,2,35,0.011611,0.17633,0,1.6012e-05
3,3,8,3,28,0.013056,0.18365,0,1.668e-05
3,6,4,1,3,0.011889,0.18366,0,1.6679e-05
3,5,2,2,29,0.011611,0.17633,0,1.6013e-05
3,2,2,3,21,0.011611,0.22032,0,2.0013e-05
3,7,4,2,18,0.012111,0.18891,0,1.7155e-05
3,2,6,1,56,0.012111,0.22032,0,2.0013e-05
3,10,8,3,96,0.013056,0.17633,0,1.6012e-05
