Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
1.3,10,1,0,650,0.2,8,3,0,0.5943,9,6.8147
1.3,3,1,1,1850,0.9,2,2,0,1.8451,9,7.3671
1.3,4,0,1,3400,0.8,14,3,0,4.118,9,2.4587
1.3,9,1,1,300,0.4,4,1,0,0.86537,9,5.2229
1.3,7,1,0,700,0.6,16,1,0,0.85033,9,6.804
1.3,5,0,1,2650,0.3,2,1,0,3.1999,9,2.5622
1.3,10,1,0,300,0.8,6,2,0,0.54739,9,7.3987
1.3,8,1,0,3900,0.6,12,2,0,0.74728,9,6.7746
1.3,1,0,0,2350,0.2,10,3,0,4.7541,9,8.5429
1.3,3,0,0,3300,1,8,1,0,2.1987,9,6.1902
1.3,9,1,0,1000,0.5,10,2,0,0.65565,9,6.8634
1.3,1,1,0,1500,0.9,16,2,0,4.743,9,8.5683
1.3,6,0,0,450,0.4,10,2,0,1.0082,9,6.6954
1.3,5,0,0,3400,0,12,3,0,1.6115,9,5.0265
1.3,4,1,0,1100,0.2,6,1,0,1.2091,9,8.4429
1.3,6,1,0,2150,0.7,12,1,0,0.90811,9,7.433
1.3,5,1,1,1700,1,14,3,0,1.451,9,5.5823
1.3,7,0,1,2950,0.6,8,3,0,4.705,9,1.2297
1.3,8,0,1,250,0.3,6,3,0,1.0079,9,5.0227
1.3,5,1,1,1900,0.5,16,2,0,1.449,9,5.5899
1.3,8,0,1,750,0.3,6,3,0,1.6898,9,2.9959
1.3,3,1,0,2700,0.4,16,2,0,1.743,9,7.7451
1.3,6,0,0,1200,0.3,14,2,0,1.2352,9,5.4649
1.3,10,1,1,1750,0.5,10,2,0,0.91165,9,4.4425
1.3,6,0,1,3300,0,16,3,0,4.0569,9,1.6638
1.3,10,0,1,2450,0,2,3,0,4.2468,9,0.95366
1.3,4,1,0,2950,0,6,2,0,1.2224,9,8.2887
1.3,10,1,1,1550,1,4,1,0,0.81537,9,4.984
1.3,8,0,1,4000,0.9,8,1,0,7.3314,9,0.69052
1.3,6,1,1,3500,1,6,3,0,1.1667,9,5.7854
1.3,6,1,1,2800,0.4,12,2,0,1.2408,9,5.4401
1.3,5,1,1,900,0.9,4,1,0,1.2654,9,6.4606
1.3,1,1,0,3600,0.6,6,2,0,4.5974,9,8.8702
1.3,6,0,1,600,0.2,10,2,0,1.4951,9,4.5147
1.3,5,1,1,2650,0.8,6,2,0,1.3034,9,6.2146
1.3,6,0,1,400,0.6,10,3,0,1.375,9,4.909
1.3,3,0,1,3650,0,14,3,0,3.4199,9,3.9474
1.3,9,1,0,1000,0.4,10,1,0,0.63342,9,7.1042
1.3,10,0,1,350,0.3,6,1,0,1.1217,9,3.6107
1.3,2,1,0,700,0.8,8,3,0,2.3943,9,8.4621
1.3,6,1,1,2400,0.3,16,3,0,1.3346,9,5.0577
1.3,3,1,1,1800,0.9,8,2,0,1.9325,9,6.9905
1.3,1,1,0,3750,0.7,8,1,0,4.6087,9,8.9008
1.3,10,0,0,2450,1,6,1,0,2.0091,9,2.0159
1.3,6,1,1,2900,0.8,12,3,0,1.2675,9,5.3257
1.3,8,1,0,3400,1,12,2,0,0.74728,9,6.7746
1.3,2,0,1,2200,0.9,6,3,0,3.2726,9,6.2001
1.3,6,1,0,3750,0.9,6,1,0,0.83406,9,8.1285
1.3,7,1,0,1650,0.9,8,3,0,0.78716,9,7.3502
1.3,9,1,1,2750,0.1,2,2,0,0.84513,9,5.3384
1.3,8,1,1,2000,0.5,14,3,0,1.1135,9,4.5464
1.3,7,1,1,3500,0.7,6,3,0,1.0596,9,5.4604
1.3,1,1,1,2050,0.9,16,3,0,5.0846,9,7.9695
1.3,2,0,0,2650,0.8,6,2,0,2.6261,9,7.7482
1.3,7,1,1,1350,0.3,16,3,0,1.2275,9,4.7136
1.3,7,1,0,2200,0.7,12,2,0,0.82764,9,6.9907
1.3,8,0,0,1250,0.9,10,3,0,1.3041,9,3.8819
1.3,5,1,1,3300,0.9,6,3,0,1.3167,9,6.1516
1.3,1,0,1,2000,0,2,1,6.9333e-06,4.8694,9,8.4312
1.3,4,1,0,2200,0.8,6,1,0,1.2091,9,8.4429
1.3,1,1,0,2250,0.2,6,3,0,4.6107,9,8.8232
1.3,2,1,0,2400,0.2,2,1,6.4e-06,2.2916,9,8.9577
1.3,7,0,1,750,0.3,10,3,0,1.7146,9,3.3743
1.3,6,0,1,1900,0.3,2,2,0,2.7387,9,2.4766
1.3,9,1,0,2000,0.9,2,1,0,0.53468,9,8.4993
1.3,7,1,1,3550,0.4,2,1,0,0.98354,9,5.9478
1.3,2,1,1,2500,0.1,10,3,0,2.7339,9,7.4071
1.3,4,1,1,1800,0.1,14,1,0,1.6138,9,6.274
1.3,1,0,0,2800,0.1,8,2,0,4.7103,9,8.6517
1.3,6,1,1,3450,0.5,14,2,0,1.2699,9,5.3153
1.3,4,1,1,1950,0.6,4,3,0,1.5082,9,6.7171
1.3,2,1,1,3900,0.8,14,2,0,2.7699,9,7.3107
1.3,2,1,1,950,0.4,4,2,0,2.6243,9,7.7644
1.3,2,1,1,2650,0.4,14,1,0,2.7388,9,7.4442
1.3,2,1,0,1700,0.5,16,2,0,2.493,9,8.1226
1.3,2,1,0,3350,1,14,3,0,2.495,9,8.1162
1.3,2,1,1,2800,1,12,1,0,2.7141,9,7.5221
1.3,2,0,0,300,0.5,8,2,0,2.3928,9,8.4922
1.3,7,0,0,2250,1,10,3,0,1.767,9,3.2744
1.3,4,0,1,1550,0.4,6,2,0,2.3102,9,4.3857
1.3,9,1,1,3250,0.3,16,3,0,1.0846,9,4.149
1.3,3,1,0,2900,0.4,14,2,0,1.7139,9,7.8767
1.3,4,1,1,1000,1,4,3,0,1.5082,9,6.7171
1.3,9,1,0,2700,0.1,10,3,0,0.67788,9,6.6384
1.3,2,1,0,1700,0.5,14,1,0,2.4328,9,8.3806
1.3,6,0,0,3450,0.3,2,3,0,1.5936,9,4.2442
1.3,1,0,0,600,0.1,10,2,0,4.6644,9,8.7303
1.3,2,1,0,3600,0.3,6,2,0,2.3474,9,8.6683
1.3,2,1,0,2650,1,12,3,0,2.4615,9,8.2269
1.3,5,0,0,3350,0.3,16,2,0,1.7893,9,4.5269
1.3,1,0,0,3350,0.3,14,1,0,4.804,9,8.5239
1.3,4,0,0,3000,0.8,16,3,0,2.0461,9,4.9484
1.3,9,0,0,2000,0.4,12,3,0,1.4627,9,3.0765
1.3,7,0,1,3350,0.5,16,2,0,5.1858,9,1.1157
1.3,10,1,1,2250,0.7,8,1,0,0.86474,9,4.6835
1.3,2,1,1,500,0.7,16,3,0,2.8346,9,7.1439
1.3,3,0,0,2750,0.5,8,1,0,1.97,9,6.909
1.3,7,1,1,2000,0.3,16,2,0,1.1919,9,4.8542
1.3,6,0,1,3500,0.2,10,1,0,4.354,9,1.5503
1.3,5,0,0,350,0.2,4,1,0,1.0131,9,8.0692
1.3,8,0,0,1150,0.5,10,1,0,1.1022,9,4.5932
1.3,2,1,0,2250,0.7,14,3,0,2.495,9,8.1162
1.3,6,1,1,3900,0.6,10,2,0,1.2117,9,5.5709
1.3,3,1,0,2650,0.4,12,3,0,1.7115,9,7.888
1.3,8,1,1,200,0.8,14,2,0,1.0824,9,4.6771
1.3,1,0,0,1850,1,16,2,0,4.8455,9,8.3871
1.3,4,1,0,1250,0.2,12,1,0,1.2831,9,7.9002
1.3,2,1,0,2750,1,8,1,0,2.3587,9,8.6755
1.3,5,1,1,650,0.4,10,1,0,1.3394,9,6.0474
1.3,7,0,0,4000,0.4,14,2,0,2.028,9,2.8529
1.3,9,1,1,3550,0.1,4,2,0,0.87426,9,5.1472
1.3,5,1,0,950,0.4,6,2,0,0.99739,9,8.1212
1.3,7,1,0,4000,0.5,6,2,0,0.74025,9,7.8159
1.3,8,0,0,1300,0.9,10,3,0,1.3266,9,3.8161
1.3,3,1,1,2450,0.6,6,2,0,1.9034,9,7.111
1.3,4,0,0,2500,0.4,8,1,0,1.6437,9,6.1958
1.3,1,1,0,700,0.7,2,3,0,4.5436,9,8.9681
1.3,6,0,0,650,0,14,1,0,1.039,9,6.4964
1.3,5,1,1,3250,1,12,2,0,1.3908,9,5.8241
1.3,8,1,0,450,0.8,14,2,0,0.77641,9,6.5204
1.3,7,1,0,2650,0.3,8,3,0,0.78716,9,7.3502
1.3,8,0,0,1550,0.9,16,3,0,1.5436,9,3.2797
1.3,5,0,0,1650,0.2,14,2,0,1.4002,9,5.7851
1.3,5,0,0,1050,0.6,14,1,0,1.324,9,6.1176
1.3,1,1,0,700,0.6,12,3,0,4.7115,9,8.6132
1.3,9,1,0,2050,0.4,14,3,0,0.74502,9,6.0401
1.3,6,1,0,1000,0.7,16,1,0,0.95748,9,7.0498
1.3,9,0,1,3850,0.8,10,2,0,7.6614,9,0.58736
1.3,1,1,0,1350,0.7,8,3,0,4.6443,9,8.7528
1.3,1,1,0,3800,0.7,8,3,0,4.6443,9,8.7528
1.3,1,0,1,2250,0.6,8,1,0,5.0268,9,8.1605
1.3,6,0,1,2000,1,2,1,0,3.3529,9,2.0368
1.3,6,0,0,2100,0.9,8,1,0,1.5762,9,4.2874
1.3,2,0,1,2050,1,16,2,0,3.3693,9,6.0102
1.3,9,1,0,1700,0,10,3,0,0.67788,9,6.6384
1.3,10,0,0,1150,0.9,10,3,0,1.2816,9,3.1601
1.3,10,0,0,3900,0.4,2,1,0,2.1209,9,1.9272
1.3,9,1,0,3550,0.8,12,2,0,0.68478,9,6.5715
1.3,8,0,1,2550,0.3,10,1,0,4.1929,9,1.2074
1.3,3,1,1,3600,0.1,16,1,0,2.0135,9,6.7127
1.3,10,0,1,1450,0.5,8,2,0,3.2362,9,1.2515
1.3,2,1,0,1800,0.6,10,3,0,2.4279,9,8.3406
1.3,7,1,1,2600,0.2,8,2,0,1.0754,9,5.3802
1.3,10,0,1,1050,0.7,14,1,0,2.6856,9,1.508
1.3,10,0,1,3200,0.3,16,3,0,6.2188,9,0.65125
1.3,10,0,0,2700,0.9,14,2,0,2.2064,9,1.8356
1.3,6,0,0,3700,0.5,14,1,0,1.924,9,3.5082
1.3,2,0,1,3950,0.7,12,3,0,4.0009,9,5.0614
1.3,5,0,0,3450,0.8,16,1,0,2.035,9,3.9804
1.3,8,0,0,1800,0,6,1,0,1.0678,9,4.7466
1.3,1,0,1,200,0.9,6,2,0,4.6286,9,8.8103
1.3,4,1,0,1700,0.3,14,1,0,1.3078,9,7.742
1.3,10,0,1,1850,0.2,2,3,0,3.5502,9,1.1408
1.3,4,1,1,1800,0.9,8,2,0,1.5575,9,6.5007
1.3,3,1,0,700,0.8,8,1,0,1.6087,9,8.4604
1.3,8,0,0,1400,0.4,6,1,0,1.1091,9,4.57
1.3,8,1,0,3600,0.4,6,2,0,0.65989,9,7.6717
1.3,2,0,0,1950,0.8,8,1,0,2.5587,9,7.9974
1.3,6,1,0,800,1,8,2,0,0.87652,9,7.7009
1.3,4,1,1,1450,0.2,12,3,0,1.6425,9,6.1646
1.3,2,0,1,2500,0,10,1,0,3.1414,9,6.5058
1.3,4,0,1,500,0.7,10,3,0,1.6826,9,6.0176
1.3,3,1,0,600,0.8,6,1,0,1.5841,9,8.6066
1.3,10,0,0,3400,0.2,2,3,0,1.7098,9,2.3687
1.3,5,1,0,400,0,16,2,0,1.143,9,7.0864
1.3,8,1,0,1200,0.5,10,3,0,0.74038,9,6.8378
1.3,3,0,0,950,0.9,12,2,0,1.836,9,7.3528
1.3,1,0,0,3250,0.3,8,2,0,4.744,9,8.5901
1.3,1,1,0,2950,0.5,12,3,0,4.7115,9,8.6132
1.3,1,0,0,3200,0,14,1,0,4.7703,9,8.5842
1.3,2,0,1,750,0.4,8,1,0,2.6166,9,7.8204
1.3,4,1,0,2950,0.2,14,3,0,1.37,9,7.3904
1.3,8,1,0,1350,0.5,10,2,0,0.71815,9,7.0494
1.3,3,0,0,1800,0,16,1,0,1.8587,9,7.2715
1.3,3,0,1,2700,0.9,16,1,0,3.3856,9,3.9921
1.3,5,0,0,3650,0.9,12,3,0,2.1477,9,3.7715
1.3,7,0,0,850,0,8,2,0,0.93937,9,6.1591
1.3,3,1,1,1350,0.5,8,2,0,1.9325,9,6.9905
1.3,6,1,0,2650,0.3,8,1,0,0.85874,9,7.8696
1.3,8,1,0,2100,0,10,2,0,0.71815,9,7.0494
1.3,4,0,0,300,0.1,2,3,0,1.1998,9,8.4701
1.3,8,0,1,3850,0.7,2,1,0,6.6351,9,0.77103
1.3,5,0,0,1250,1,6,2,0,1.3661,9,5.9291
1.3,3,1,1,3100,0.2,8,1,0,1.9147,9,7.1083
1.3,1,1,0,850,0.8,6,2,0,4.5974,9,8.8702
1.3,4,1,0,2000,0.1,12,2,0,1.3098,9,7.7303
1.3,10,1,0,1950,0.7,10,1,0,0.58342,9,6.9418
1.3,8,1,1,2900,0.1,8,1,0,0.97724,9,5.1804
1.3,8,0,0,500,0.9,4,3,0,0.86215,9,5.8719
1.3,10,0,1,750,0.9,8,1,0,2.1132,9,1.9165
1.3,7,1,1,3150,0.3,16,2,0,1.1919,9,4.8542
1.3,5,0,0,1900,0.2,4,2,0,1.2995,9,6.2457
1.3,7,0,0,2950,0.5,4,2,0,1.6349,9,3.539
1.3,2,1,0,2800,0.7,6,2,0,2.3474,9,8.6683
1.3,5,0,1,3550,0.4,10,3,0,4.2293,9,1.9152
1.3,8,0,0,1100,0.9,8,1,0,1.1675,9,4.3362
1.3,5,1,1,850,0.9,6,3,0,1.3167,9,6.1516
1.3,6,0,0,3000,0.6,12,2,0,1.791,9,3.7688
1.3,9,1,1,1450,0,8,3,0,0.9503,9,4.7353
1.3,7,1,0,400,0.8,14,1,0,0.82565,9,7.0075
1.3,8,1,1,3300,0.6,8,2,0,0.99502,9,5.0878
1.3,2,1,0,3200,0.9,14,2,0,2.4639,9,8.2186
1.3,3,0,1,2150,0.4,10,1,0,2.7671,9,4.909
1.3,3,1,0,550,0,12,1,0,1.6581,9,8.1775
1.3,8,1,1,3000,0.6,6,2,0,0.96589,9,5.2413
1.3,8,1,0,2450,0.4,8,1,0,0.67124,9,7.542
1.3,4,0,1,2750,0.2,4,1,0,2.999,9,3.4117
1.3,3,0,1,3000,0.4,4,2,0,3.1582,9,4.2953
1.3,9,0,0,1900,0.7,14,1,0,1.554,9,2.8957
1.3,3,1,1,1700,0.4,6,3,0,1.9167,9,7.0433
1.3,6,1,0,2800,0.3,16,1,0,0.95748,9,7.0498
1.3,8,0,1,3450,0.7,16,3,0,6.2495,9,0.81007
1.3,5,1,0,2650,1,8,3,0,1.0443,9,7.7564
1.3,7,0,1,650,0.9,2,2,0,1.6229,9,3.5795
1.3,9,1,1,2850,0.9,4,2,0,0.87426,9,5.1472
1.3,9,0,0,1700,0.9,4,3,0,1.4484,9,3.1069
1.3,10,0,1,1550,0.7,2,2,0,3.5199,9,1.1529
1.3,9,0,0,2150,0.4,14,3,0,1.5525,9,2.8985
1.3,7,1,1,3500,0.4,10,1,0,1.0823,9,5.3459
1.3,8,0,0,800,0.6,4,1,0,0.91937,9,5.5387
1.3,9,0,0,550,0.8,16,1,0,0.96748,9,4.6513
1.3,7,1,0,250,0.9,8,3,0,0.78716,9,7.3502
1.3,10,0,0,3550,0.3,4,3,0,1.9046,9,2.1264
1.3,5,1,1,600,0.7,4,3,0,1.2832,9,6.3126
1.3,10,1,0,3700,0.4,14,1,0,0.63279,9,6.4002
1.3,3,0,1,2050,0.8,12,3,0,2.9521,9,4.573
1.3,4,1,1,1650,0.8,12,2,0,1.6158,9,6.2663
1.3,1,0,0,3550,0.8,12,2,0,4.866,9,8.3632
1.3,10,1,0,2800,0.5,4,1,0,0.50937,9,7.9781
1.3,3,1,0,300,0.6,10,2,0,1.6557,9,8.1539
1.3,5,1,0,1200,0.2,14,1,0,1.0828,9,7.4806
1.3,9,1,0,3550,0.7,12,2,0,0.68478,9,6.5715
1.3,10,1,1,750,0,4,2,0,0.82426,9,4.9135
1.3,6,0,0,2100,0.4,6,3,0,1.3832,9,4.8799
1.3,6,0,0,1750,0.5,4,1,0,1.2756,9,5.3349
1.3,8,0,0,2400,0.8,14,2,0,1.8089,9,2.7986
1.3,5,1,1,1300,0.8,12,1,0,1.3641,9,5.9379
1.3,2,1,1,1700,0.7,16,3,0,2.8346,9,7.1439
1.3,6,1,0,500,0.2,2,3,0,0.79358,9,8.5227
1.3,5,1,1,2000,0.4,14,2,0,1.4199,9,5.7046
1.3,5,0,0,2950,0.7,10,3,0,1.8254,9,4.4374
1.3,1,1,1,400,1,16,1,0,5.0135,9,8.1633
1.3,6,0,0,2150,0.8,8,3,0,1.5856,9,4.2572
1.3,4,1,0,3150,0.3,6,2,0,1.2224,9,8.2887
1.3,10,1,1,2200,0.4,10,1,0,0.88943,9,4.5535
1.3,7,0,0,2400,0.1,16,1,0,1.3953,9,4.1465
1.3,8,1,0,1100,0.6,14,3,0,0.80752,9,6.2692
1.3,1,1,1,400,0.1,8,3,0,4.9503,9,8.2117
1.3,7,1,1,2600,0.6,8,2,0,1.0754,9,5.3802
1.3,1,0,1,2750,0.3,4,2,0,5.0332,9,8.1078
1.3,7,0,0,500,0.3,10,2,0,0.92351,9,6.265
1.3,9,1,1,2150,0.4,4,3,0,0.88315,9,5.0954
1.3,4,1,1,3100,0.4,2,1,0,1.4657,9,6.997
1.3,3,1,0,2650,0.7,14,1,0,1.6828,9,8.0429
1.3,2,1,0,2950,0.6,4,2,0,2.3183,9,8.7893
1.3,5,0,1,3450,0.4,6,2,0,4.057,9,1.9966
1.3,4,1,1,2900,0.1,14,1,0,1.6138,9,6.274
1.3,7,1,0,1300,0.8,10,2,0,0.79851,9,7.2457
1.3,2,1,1,3000,1,2,3,0,2.5996,9,7.8311
1.3,1,1,0,2450,0.3,8,3,0,4.6443,9,8.7528
1.3,2,0,0,3400,0.7,2,3,0,2.6323,9,7.7336
1.3,3,0,1,4000,0.6,2,1,0,3.8104,9,3.5906
1.3,3,0,1,3450,0.1,4,1,0,3.2006,9,4.2673
1.3,4,1,1,350,0.7,4,1,0,1.4904,9,6.8652
1.3,8,1,0,2700,0.7,4,3,0,0.63965,9,7.9145
1.3,3,1,1,2800,0.5,8,1,0,1.9147,9,7.1083
1.3,3,1,0,750,0.8,2,3,0,1.5436,9,8.7851
1.3,6,0,1,1850,0.1,2,3,0,2.5575,9,2.6445
1.3,8,0,0,2500,0,14,3,0,1.3975,9,3.6225
1.3,8,1,0,3700,0.9,12,3,0,0.77395,9,6.5411
1.3,3,1,0,1700,0.6,10,2,0,1.6557,9,8.1539
1.3,5,0,0,3450,0.7,8,1,0,1.8875,9,4.3061
1.3,3,0,1,4000,0,6,1,0,3.4173,9,3.9895
1.3,7,0,0,2150,0.3,10,3,0,1.3995,9,4.1342
1.3,2,1,0,4000,0.5,10,1,0,2.3834,9,8.5749
1.3,10,1,0,3700,0.9,4,1,0,0.50937,9,7.9781
1.3,7,0,0,850,0.5,12,2,0,1.0839,9,5.3379
1.3,1,0,1,4000,0.1,12,2,0,5.3117,9,7.6616
1.3,8,0,0,1000,0.9,16,1,0,1.2212,9,4.1454
1.3,6,0,1,3000,0.2,14,3,0,3.9673,9,1.7014
1.3,5,1,0,2550,0.1,8,2,0,1.0265,9,7.8907
1.3,7,0,0,3150,0.2,16,1,0,1.6353,9,3.5379
1.3,2,1,1,1700,0.7,6,1,0,2.6401,9,7.7601
1.3,9,0,1,3300,1,8,3,0,7.0142,9,0.64155
1.3,6,1,0,2800,0.7,16,2,0,0.99304,9,6.7973
1.3,3,0,0,3050,0,2,1,0,1.7984,9,7.6075
1.3,2,0,1,3200,0,16,1,0,3.429,9,5.94
1.3,9,0,1,300,0.6,12,1,0,1.1633,9,3.8682
1.3,8,1,1,3600,0.6,16,3,0,1.1471,9,4.4133
1.3,10,0,1,2500,0.4,4,2,0,4.9558,9,0.81723
1.3,6,0,0,2900,0.1,16,1,0,1.5212,9,4.4372
1.3,3,0,1,200,0.1,16,1,0,1.7911,9,7.5459
1.3,1,0,0,3850,0.1,6,3,0,4.7282,9,8.6039
1.3,4,1,1,2200,0.1,16,2,0,1.674,9,6.0482
1.3,9,1,1,3950,0,16,1,0,1.0135,9,4.4401
1.3,10,0,0,1500,0,6,2,0,0.98739,9,4.1017
1.3,2,1,0,2750,0.8,2,2,0,2.2891,9,8.9133
1.3,1,1,0,2550,0.1,4,3,0,4.5771,9,8.8952
1.3,8,0,0,1600,0.2,8,1,0,1.1225,9,4.5101
1.3,9,1,1,1400,0.3,8,1,0,0.91474,9,4.9194
1.3,3,1,0,3950,1,4,2,0,1.5683,9,8.6499
1.3,7,1,1,800,0.3,8,2,0,1.0754,9,5.3802
1.3,6,1,1,2050,0.5,10,3,0,1.2339,9,5.4706
1.3,10,0,1,2550,0.3,16,3,0,5.1004,9,0.79406
1.3,10,1,0,2550,0.5,2,3,0,0.49357,9,8.2054
1.3,6,1,0,1400,0.7,8,1,0,0.85874,9,7.8696
1.3,8,1,1,500,0.2,10,3,0,1.0464,9,4.8381
1.3,3,0,0,1800,0.6,2,3,0,1.7923,9,7.5658
1.3,2,1,0,3950,0.1,6,1,0,2.3341,9,8.7774
1.3,5,0,1,2400,0.5,10,1,0,3.2341,9,2.5045
1.3,5,1,1,3900,0.7,4,1,0,1.2654,9,6.4606
1.3,10,1,0,350,0.2,16,2,0,0.69304,9,5.8438
1.3,4,1,0,3450,0.3,12,1,0,1.2831,9,7.9002
1.3,7,1,0,600,0,10,1,0,0.77628,9,7.4531
1.3,9,0,1,2850,0.7,4,1,0,5.5827,9,0.8096
1.3,8,0,1,2300,0.9,16,2,0,4.6403,9,1.091
1.3,3,0,1,2850,0.1,12,1,0,3.0109,9,4.5034
1.3,10,0,0,3950,1,14,2,0,3.0464,9,1.3294
1.3,5,1,0,200,0,8,3,0,1.0443,9,7.7564
1.3,3,0,1,750,0.8,14,3,0,2.1856,9,6.1767
1.3,3,1,1,3300,0.5,10,1,0,1.9394,9,7.0041
1.3,6,0,0,1000,0.5,8,3,0,1.1543,9,5.8477
1.3,4,0,1,2800,0.9,4,1,0,3.5127,9,2.9128
1.3,9,1,1,300,0.8,4,1,0,0.86537,9,5.2229
1.3,4,0,1,3100,0.7,14,1,0,3.7334,9,2.712
1.3,1,0,0,3600,0.3,2,1,6.9333e-06,4.701,9,8.7333
1.3,8,0,1,450,0.7,16,1,0,1.4644,9,3.457
1.3,10,0,1,2850,1,8,3,0,6.7094,9,0.60363
1.3,4,0,1,950,0,10,2,0,1.8513,9,5.469
1.3,7,1,1,1800,0.3,12,2,0,1.1336,9,5.1037
1.3,1,1,0,1600,0.8,16,2,0,4.743,9,8.5683
1.3,10,0,1,200,0.9,14,3,0,1.0972,9,3.6911
1.3,10,0,1,2550,1,6,1,0,6.0009,9,0.6749
1.3,9,0,0,1950,0.6,2,1,0,1.3722,9,3.3118
