Topology,car_cache,kinesis_ondemand,kinesis_efos,kinesis_records,kinesis_peak,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
1.3,8,0,0,1300,1,12,1,0,1.3406,9,3.7763
1.3,3,0,0,1550,0.9,2,1,0,1.7947,9,7.6234
1.3,3,0,1,3450,0.3,2,2,0,3.3079,9,4.1093
1.3,7,0,0,950,0.2,12,1,0,1.031,9,5.6119
1.3,4,1,0,2300,0.3,12,1,0,1.2831,9,7.9002
1.3,10,0,1,200,0,6,2,0,0.84459,9,4.7952
1.3,5,0,0,3750,0.6,16,2,0,2.0368,9,3.9768
1.3,10,0,0,3500,0.3,4,3,0,1.8859,9,2.1475
1.3,3,0,1,250,0.9,12,3,0,1.8542,9,7.281
1.3,4,1,0,2500,0.2,12,1,0,1.2831,9,7.9002
1.3,4,1,0,400,0.8,10,1,0,1.2584,9,8.0732
1.3,8,1,1,2350,0.1,6,2,0,0.96589,9,5.2413
1.3,3,1,1,2200,0.7,16,1,0,2.0135,9,6.7127
1.3,4,0,0,1500,0.9,14,2,0,1.6739,9,6.0487
1.3,1,0,1,3150,0.7,14,2,0,5.3213,9,7.6416
1.3,8,1,0,1100,0.3,6,1,0,0.64655,9,7.8391
1.3,4,0,0,1350,0.6,4,1,0,1.4331,9,7.1394
1.3,4,0,0,1200,0.3,16,2,0,1.5455,9,6.5511
1.3,8,0,0,2450,0.7,8,2,0,1.6878,9,2.9995
1.3,9,1,0,1350,0.3,16,1,0,0.70748,9,6.3606
1.3,10,1,0,350,0.9,16,3,0,0.7286,9,5.5586
1.3,4,0,0,1700,0.1,4,3,0,1.4171,9,7.1484
1.3,8,0,1,1750,0.8,16,2,0,3.6359,9,1.3923
1.3,6,1,1,2650,0.4,6,1,0,1.1401,9,5.9467
1.3,8,1,1,2200,0.2,6,2,0,0.96589,9,5.2413
1.3,4,0,1,3400,0.7,8,1,0,3.8917,9,2.6169
1.3,1,0,0,2650,0.2,14,1,0,4.7665,9,8.591
1.3,5,0,1,3400,0.3,8,3,0,3.9605,9,2.0452
1.3,3,1,1,1150,0.4,6,3,0,1.9167,9,7.0433
1.3,4,1,0,2700,0.5,2,2,0,1.1641,9,8.7515
1.3,1,1,1,3950,0,8,1,0,4.9147,9,8.3466
1.3,10,0,0,2400,0,16,1,0,1.3675,9,2.9617
1.3,5,1,1,950,0.5,12,1,0,1.3641,9,5.9379
1.3,3,0,1,1900,1,14,1,0,2.8963,9,4.673
1.3,10,0,0,450,0.7,16,3,0,0.94735,9,4.2751
1.3,5,0,0,1950,0.4,16,2,0,1.5418,9,5.2536
1.3,3,0,0,800,0.3,10,2,0,1.7394,9,7.7613
1.3,8,1,0,2700,0.1,14,1,0,0.74529,9,6.7926
1.3,5,0,1,3450,0,12,3,0,3.751,9,2.1594
1.3,1,0,0,1900,0.9,2,3,0,4.6423,9,8.7773
1.3,4,1,0,1100,0.3,8,1,0,1.2337,9,8.2548
1.3,6,1,1,3750,0.4,4,2,0,1.1243,9,6.0081
1.3,2,0,0,3250,1,8,2,0,2.7603,9,7.3616
1.3,8,0,1,900,0.4,6,1,0,1.918,9,2.6426
1.3,10,1,0,1500,0.2,8,2,0,0.57652,9,7.0249
1.3,10,0,1,3150,0.5,4,2,0,6.3067,9,0.64218
1.3,10,0,1,2850,0,6,2,0,4.915,9,0.82401
1.3,6,0,0,1450,0.9,8,1,0,1.3475,9,5.0152
1.3,7,1,1,2900,0,8,1,0,1.0576,9,5.4706
1.3,10,0,0,2550,0.5,4,3,0,1.6722,9,2.422
1.3,7,1,0,2450,0.8,2,3,0,0.68643,9,8.4385
1.3,1,0,0,1400,0.5,8,3,0,4.6981,9,8.6526
1.3,4,1,1,450,0,2,2,0,1.4701,9,6.9299
1.3,7,1,0,2150,0.3,8,3,0,0.78716,9,7.3502
1.3,2,0,0,1900,1,2,3,0,2.5161,9,8.091
1.3,7,0,0,2250,0.4,12,3,0,1.5081,9,3.8365
1.3,5,1,0,2700,0.9,14,1,0,1.0828,9,7.4806
1.3,7,0,0,3750,0,14,3,0,1.6654,9,3.4741
1.3,1,0,0,2500,0.7,12,2,0,4.8023,9,8.4743
1.3,7,1,0,600,0.9,4,1,0,0.70223,9,8.2954
1.3,6,0,1,2900,1,8,2,0,4.6027,9,1.4665
1.3,8,1,1,1800,0.3,4,2,0,0.93676,9,5.4043
1.3,8,1,0,2800,0.2,2,1,0,0.59718,9,8.5666
1.3,7,0,0,1950,0.3,6,2,0,1.2627,9,4.5819
1.3,10,1,0,1250,0.8,8,2,0,0.57652,9,7.0249
1.3,5,1,1,3950,0.8,16,1,0,1.4135,9,5.7305
1.3,3,1,1,3350,0.2,10,2,0,1.9617,9,6.882
1.3,10,1,0,1300,0.6,10,1,0,0.58342,9,6.9418
1.3,3,0,0,2650,0.3,10,1,0,1.9347,9,7.0213
1.3,10,1,1,200,0.5,6,3,0,0.86673,9,4.6728
1.3,2,0,1,1850,0.7,16,2,0,3.2044,9,6.3195
1.3,4,1,1,3950,0.4,10,3,0,1.6089,9,6.2932
1.3,2,0,1,1400,0.5,12,2,0,2.9419,9,6.8882
1.3,4,0,0,450,0,10,1,0,1.3009,9,7.8095
1.3,4,1,1,3800,0,16,1,0,1.6385,9,6.1795
1.3,1,1,1,2350,0,6,3,0,4.9167,9,8.2741
1.3,5,0,1,800,0.6,12,1,0,1.805,9,4.4875
1.3,2,0,1,3500,0.5,8,2,0,3.6517,9,5.5645
1.3,4,0,0,3200,0,10,3,0,1.6754,9,6.0434
1.3,8,0,1,1450,1,10,1,0,3.1817,9,1.5911
1.3,2,1,1,2200,0.4,12,3,0,2.7675,9,7.3172
1.3,7,0,1,2450,0.5,4,2,0,3.8589,9,1.4993
1.3,8,0,1,2700,0.5,10,2,0,4.6799,9,1.0818
1.3,7,0,0,3450,0.2,6,3,0,1.6136,9,3.5856
1.3,6,0,1,400,0.8,4,3,0,1.3043,9,5.1752
1.3,4,1,0,3700,0.4,4,2,0,1.1933,9,8.5145
1.3,3,0,0,750,0.4,12,3,0,1.7952,9,7.5201
1.3,5,0,1,1600,0.4,4,3,0,2.391,9,3.3878
1.3,6,1,0,1200,0.5,8,1,0,0.85874,9,7.8696
1.3,2,0,1,1450,0,8,3,0,2.8282,9,7.1637
1.3,3,0,1,1200,0.6,14,1,0,2.3548,9,5.7478
1.3,10,0,0,1750,0.9,2,1,0,1.4797,9,2.7624
1.3,4,0,0,1950,0.2,2,2,0,1.4354,9,7.0977
1.3,8,1,1,1050,0,8,1,0,0.97724,9,5.1804
1.3,3,0,1,1400,0.3,12,2,0,2.3979,9,5.6299
1.3,5,0,0,1100,0.7,14,3,0,1.42,9,5.7041
1.3,1,0,1,3400,0.9,4,3,0,5.2754,9,7.7179
1.3,4,1,1,1750,0.6,10,1,0,1.5644,9,6.4941
1.3,9,0,0,3200,0.3,2,1,0,1.6534,9,2.7485
1.3,6,0,1,700,0.8,10,3,0,1.761,9,3.8331
1.3,2,0,1,1200,0.9,10,1,0,2.8681,9,7.1259
1.3,9,1,1,200,0.8,16,3,0,1.0846,9,4.149
1.3,4,1,1,950,0.2,8,1,0,1.5397,9,6.6143
1.3,4,0,1,1750,0.7,8,3,0,2.6345,9,3.8432
1.3,5,1,0,1350,0.8,12,3,0,1.1115,9,7.2878
1.3,1,1,1,1600,0.9,6,1,0,4.8901,9,8.3936
1.3,6,1,0,1700,0.6,16,3,0,1.0286,9,6.5623
1.3,8,0,1,1050,0.7,14,2,0,2.4152,9,2.0961
1.3,5,0,1,2800,0,4,3,0,3.1175,9,2.5982
1.3,2,0,1,3200,0.5,2,2,0,3.4557,9,5.9044
1.3,7,0,1,350,0.3,2,3,0,1.0933,9,5.2984
1.3,10,1,0,3200,0.7,12,1,0,0.60811,9,6.66
1.3,10,1,0,750,0.8,16,3,0,0.7286,9,5.5586
1.3,4,1,1,1000,0.2,2,2,0,1.4701,9,6.9299
1.3,7,1,0,800,0.9,16,3,0,0.92146,9,6.2789
1.3,3,1,1,3050,0.2,8,3,0,1.9503,9,6.922
1.3,7,0,1,1350,0.2,8,3,0,2.3442,9,2.4681
1.3,1,0,1,3550,0.1,14,3,0,5.2998,9,7.6507
1.3,1,0,0,3450,0.5,12,2,0,4.8285,9,8.4282
1.3,3,1,1,3150,0.7,12,1,0,1.9641,9,6.9035
1.3,10,1,0,1000,1,12,2,0,0.63478,9,6.3802
1.3,7,0,1,1150,1,14,2,0,2.5752,9,2.2467
1.3,8,0,0,450,0.6,12,1,0,0.88311,9,5.7326
1.3,4,1,0,1600,0.3,8,2,0,1.2515,9,8.0902
1.3,2,0,0,1800,0.1,6,1,0,2.4441,9,8.3824
1.3,3,1,1,550,0.8,10,1,0,1.9394,9,7.0041
1.3,1,1,0,650,0.8,8,1,0,4.6087,9,8.9008
1.3,7,0,1,2550,0.4,4,2,0,3.8794,9,1.4914
1.3,9,0,1,1000,0.7,12,1,0,2.413,9,1.8649
1.3,6,0,1,900,0.8,6,1,0,1.922,9,3.5274
1.3,7,0,1,3800,0.7,10,3,0,6.038,9,0.95822
1.3,8,0,1,3650,0,4,1,0,5.1,9,0.99846
1.3,5,1,1,2600,1,14,1,0,1.3888,9,5.8324
1.3,2,1,0,3050,0.7,6,3,0,2.3607,9,8.5949
1.3,6,0,1,1850,0.2,6,2,0,2.6789,9,2.5197
1.3,7,0,0,2750,0.6,2,3,0,1.6027,9,3.6142
1.3,9,0,1,2850,0.2,10,3,0,4.9137,9,0.9158
1.3,10,1,0,2200,0.6,12,3,0,0.66145,9,6.1229
1.3,7,0,0,400,0.4,4,3,0,0.82626,9,7.0023
1.3,2,0,0,250,0.6,4,2,0,2.3308,9,8.7421
1.3,1,0,1,2500,0.5,2,1,6.9333e-06,5.0212,9,8.1763
1.3,8,0,0,900,0.2,14,2,0,1.0252,9,4.9383
1.3,8,0,1,3800,0.5,6,2,0,6.2478,9,0.81028
1.3,4,1,1,3050,0.6,16,2,0,1.674,9,6.0482
1.3,8,0,1,2500,0.5,8,1,0,4.3407,9,1.1663
1.3,9,0,1,200,0,4,3,0,0.84063,9,5.3531
1.3,8,1,1,2350,0.9,14,3,0,1.1135,9,4.5464
1.3,2,1,0,3600,0.7,4,2,0,2.3183,9,8.7893
1.3,1,1,0,3450,0.1,12,2,0,4.6848,9,8.6868
1.3,6,1,1,400,0.2,2,1,0,1.0907,9,6.2612
1.3,6,1,1,1850,0.1,8,2,0,1.1825,9,5.7081
1.3,7,1,0,2550,0.3,14,3,0,0.88788,9,6.5163
1.3,8,1,1,500,0.3,12,1,0,1.0266,9,4.9313
1.3,2,1,1,550,0.7,6,3,0,2.6667,9,7.6087
1.3,8,1,0,3300,0.1,12,1,0,0.72061,9,7.0253
1.3,3,0,0,3650,0.9,10,1,0,2.2497,9,6.0382
1.3,6,1,0,2150,0.2,8,1,0,0.85874,9,7.8696
1.3,9,0,1,1000,0.7,6,2,0,2.3523,9,1.913
1.3,10,0,1,3900,0.1,12,2,0,6.8477,9,0.59144
1.3,4,1,1,1100,0.7,6,3,0,1.5417,9,6.5673
1.3,8,0,0,3100,0.3,16,2,0,1.7668,9,2.8654
1.3,7,0,0,2200,0.1,10,2,0,1.2985,9,4.4557
1.3,8,1,0,3900,0.5,4,2,0,0.63076,9,8.026
1.3,1,1,0,2350,0.2,8,3,0,4.6443,9,8.7528
1.3,9,1,1,1200,0,10,1,0,0.93942,9,4.7902
1.3,5,0,1,1250,0.9,14,2,0,2.4089,9,3.3625
1.3,3,1,1,2950,0.4,12,1,0,1.9641,9,6.9035
1.3,3,1,1,2250,0.4,16,1,0,2.0135,9,6.7127
1.3,1,0,0,3100,0.7,2,1,6.9333e-06,4.7197,9,8.6986
1.3,8,0,0,3150,0.8,8,2,0,2.0515,9,2.4677
1.3,3,0,1,3750,0.3,16,2,0,3.6635,9,3.685
1.3,6,0,1,3250,0,16,3,0,4.0138,9,1.6817
1.3,6,0,1,850,0.1,8,1,0,1.6636,9,4.0622
1.3,9,1,0,3700,0.8,10,1,0,0.63342,9,7.1042
1.3,6,0,1,3100,0.4,10,1,0,4.1819,9,1.6141
1.3,1,1,1,2950,0,12,2,0,4.9908,9,8.1542
1.3,1,1,1,3050,0.7,10,1,0,4.9394,9,8.2993
1.3,8,0,0,1150,0,12,2,0,1.0148,9,4.9888
1.3,5,0,1,2900,0,14,2,0,3.3311,9,2.4316
1.3,1,0,1,2200,0.6,12,2,0,5.0907,9,7.9941
1.3,3,1,1,600,0.9,12,3,0,2.0175,9,6.6916
1.3,5,0,1,3600,0.5,6,2,0,4.2997,9,1.8839
1.3,5,0,0,3600,0,4,3,0,1.5072,9,5.3744
1.3,4,1,1,400,0.8,12,3,0,1.6425,9,6.1646
1.3,10,0,0,700,0.1,10,1,0,0.80593,9,5.0253
1.3,4,0,1,2750,0,12,3,0,3.016,9,3.357
1.3,3,1,0,700,0.1,16,1,0,1.7075,9,7.9156
1.3,2,0,1,3850,0.9,2,2,0,3.8848,9,5.2521
1.3,3,1,1,1750,1,12,1,0,1.9641,9,6.9035
1.3,2,1,0,3100,0.9,10,2,0,2.4057,9,8.4346
1.3,7,0,1,3650,0.8,12,3,0,6.0183,9,0.96136
1.3,6,1,0,2550,0,4,1,0,0.80937,9,8.4081
1.3,9,0,0,3400,0.4,16,2,0,2.023,9,2.2244
1.3,6,1,0,3950,0.4,16,3,0,1.0286,9,6.5623
1.3,10,0,0,2350,0.7,12,3,0,1.859,9,2.1786
1.3,9,0,1,600,0.8,6,3,0,1.6987,9,2.6491
1.3,10,1,0,3400,0.7,10,1,0,0.58342,9,6.9418
1.3,3,1,1,3950,0.7,4,1,0,1.8654,9,7.3219
1.3,10,0,0,3300,0.4,14,1,0,2.014,9,2.0109
1.3,1,0,0,2200,0.2,16,1,0,4.7762,9,8.5688
1.3,8,1,1,1800,0.5,8,1,0,0.97724,9,5.1804
1.3,6,0,0,2500,0.7,8,1,0,1.6175,9,4.178
1.3,7,0,1,1500,0.2,2,1,0,2.4078,9,2.4295
1.3,2,0,0,3600,0.1,10,2,0,2.6319,9,7.7096
1.3,4,0,1,3000,0.7,6,3,0,3.5789,9,2.8291
1.3,7,0,0,2700,0.1,2,3,0,1.2989,9,4.4594
1.3,3,0,0,2750,0.6,2,2,0,1.9304,9,7.0417
1.3,10,1,0,1700,0.7,2,2,0,0.48913,9,8.2967
1.3,1,1,0,4000,0.7,10,3,0,4.6779,9,8.6822
1.3,8,1,0,800,0.9,6,1,0,0.64655,9,7.8391
1.3,5,0,0,350,0.6,6,2,0,1.0699,9,7.5709
1.3,7,0,0,3850,0.7,12,2,0,2.2051,9,2.6237
1.3,5,0,0,1600,0.8,4,2,0,1.3933,9,5.8254
1.3,9,0,0,3200,0.1,14,2,0,1.6527,9,2.7229
1.3,4,0,1,500,0.8,4,3,0,1.5968,9,6.344
1.3,9,0,1,3500,0.5,2,1,0,6.3231,9,0.71871
1.3,10,0,1,400,0.3,16,1,0,1.3369,9,3.0294
1.3,10,1,1,2400,0.7,16,3,0,1.0346,9,3.9146
1.3,6,1,1,1400,0.5,12,2,0,1.2408,9,5.4401
1.3,7,1,1,2600,0.5,10,3,0,1.1267,9,5.135
1.3,7,0,0,2200,0.3,10,1,0,1.3663,9,4.2346
1.3,2,1,0,1900,0.3,2,3,0,2.2936,9,8.8759
1.3,1,0,1,1700,0.9,10,3,0,5.022,9,8.0873
1.3,6,0,0,1150,0.1,14,1,0,1.1515,9,5.8617
1.3,2,0,1,3550,0.3,6,3,0,3.5703,9,5.6831
1.3,6,0,0,400,0.3,12,2,0,1.0185,9,6.6272
1.3,2,0,0,2100,0.2,14,3,0,2.635,9,7.6849
1.3,1,0,0,800,0.1,6,2,0,4.6136,9,8.8389
1.3,9,1,1,250,1,10,3,0,0.98388,9,4.5738
1.3,9,1,0,1950,0.6,8,2,0,0.62652,9,7.1825
1.3,7,0,0,200,0.9,10,2,0,0.86726,9,6.6713
1.3,10,0,0,1800,0.2,12,1,0,1.2469,9,3.2482
1.3,5,0,1,3800,0,8,2,0,3.9349,9,2.0585
1.3,4,1,0,3800,0.6,12,1,0,1.2831,9,7.9002
1.3,7,1,1,2200,0.5,8,3,0,1.0932,9,5.2927
1.3,10,1,0,3450,0.8,4,3,0,0.52715,9,7.6828
1.3,3,1,0,1500,0.1,6,3,0,1.6107,9,8.3813
1.3,3,0,1,2800,0,8,1,0,2.8875,9,4.7137
1.3,4,1,1,3200,0.6,12,3,0,1.6425,9,6.1646
1.3,2,0,0,550,0.6,8,3,0,2.4368,9,8.3145
1.3,2,0,0,1000,0.2,2,3,0,2.3548,9,8.645
1.3,3,0,0,1900,0.8,4,2,0,1.8695,9,7.256
1.3,9,0,0,1350,0.1,6,2,0,0.98864,9,4.5517
1.3,1,1,1,200,0.7,12,2,0,4.9908,9,8.1542
1.3,9,0,0,1750,0.9,12,2,0,1.5785,9,2.8508
1.3,4,1,0,2550,0.6,12,3,0,1.3365,9,7.576
1.3,6,0,1,2850,0.4,16,1,0,3.9955,9,1.6894
1.3,1,0,0,3000,0.9,12,2,0,4.8473,9,8.3956
1.3,10,0,1,2500,0.7,10,1,0,5.4784,9,0.73926
1.3,4,0,1,2400,0.8,4,1,0,3.1154,9,3.2842
1.3,7,0,1,700,0.5,6,1,0,1.6181,9,3.5849
1.3,4,0,0,1100,0.4,6,2,0,1.3961,9,7.2571
1.3,10,0,0,1650,0.3,10,2,0,1.2444,9,3.2546
1.3,6,0,1,3100,0.9,8,2,0,4.7525,9,1.4203
1.3,5,1,0,700,0.9,4,3,0,0.97715,9,8.2894
1.3,5,0,1,1350,0.8,14,2,0,2.4707,9,3.2784
1.3,4,1,1,1300,0.1,8,3,0,1.5753,9,6.4273
1.3,4,1,1,300,0,10,3,0,1.6089,9,6.2932
1.3,2,1,0,3300,0.6,16,2,0,2.493,9,8.1226
1.3,2,0,0,4000,1,14,3,0,2.9688,9,6.821
1.3,6,0,1,2000,0.4,16,1,0,3.0832,9,2.1893
1.3,2,0,0,3250,0,16,2,0,2.678,9,7.5615
1.3,2,0,0,1000,0.3,12,2,0,2.5035,9,8.0942
1.3,4,0,1,2300,0.8,16,1,0,3.1811,9,3.1829
1.3,2,1,0,1550,0.3,4,2,0,2.3183,9,8.7893
1.3,3,0,0,2000,0.5,6,2,0,1.8574,9,7.2871
1.3,4,1,1,1200,0,6,2,0,1.5284,9,6.6292
1.3,4,1,0,1150,0.8,8,3,0,1.2693,9,7.9768
1.3,5,0,1,1900,0.7,6,3,0,2.8649,9,2.8273
1.3,9,0,1,2850,0.9,4,3,0,5.923,9,0.75975
1.3,8,1,0,2600,0.9,6,1,0,0.64655,9,7.8391
1.3,6,1,1,900,0.9,12,1,0,1.2141,9,5.5596
1.3,10,1,1,1450,0.8,6,1,0,0.84005,9,4.8211
1.3,2,0,0,3400,0.3,14,3,0,2.7513,9,7.3602
1.3,6,0,0,1650,1,6,1,0,1.4241,9,4.7608
1.3,6,1,0,400,0.9,12,1,0,0.90811,9,7.433
1.3,7,0,1,3950,0.5,6,2,0,5.8233,9,0.99355
1.3,1,0,1,3600,0.2,12,1,0,5.2476,9,7.8082
1.3,8,1,0,2400,0.4,6,3,0,0.67322,9,7.5198
1.3,9,1,1,2450,0.3,4,2,0,0.87426,9,5.1472
1.3,8,0,1,2000,1,8,3,0,4.1369,9,1.2237
1.3,6,1,0,3900,1,4,1,0,0.80937,9,8.4081
1.3,3,1,0,1250,0.9,6,2,0,1.5974,9,8.4732
1.3,1,0,1,450,0.6,8,1,0,4.6859,9,8.7543
1.3,8,1,0,1500,0.6,4,1,0,0.62187,9,8.1884
1.3,6,1,1,1450,0.8,8,3,0,1.2003,9,5.6236
1.3,1,1,0,1350,0.3,4,3,0,4.5771,9,8.8952
1.3,3,0,1,3650,1,10,1,0,3.9758,9,3.4166
1.3,10,0,0,1100,0,10,2,0,0.92565,9,4.3753
1.3,9,0,1,3900,0.9,10,2,0,7.9735,9,0.56437
1.3,5,1,0,1150,0.5,8,3,0,1.0443,9,7.7564
1.3,1,0,0,3350,0.3,10,3,0,4.7991,9,8.4628
1.3,9,0,0,3450,0.2,2,3,0,1.6548,9,2.7193
1.3,1,0,0,2350,0.9,6,2,0,4.7224,9,8.6354
1.3,3,0,1,2250,1,8,3,0,3.0836,9,4.378
1.3,10,0,1,2850,0.2,10,1,0,5.3035,9,0.76364
1.3,8,1,1,2200,0.9,6,1,0,0.95256,9,5.3209
1.3,2,1,1,3400,0.2,4,2,0,2.6243,9,7.7644
1.3,5,1,0,3900,0.3,10,1,0,1.0334,9,7.838
1.3,7,1,0,250,0.8,6,2,0,0.74025,9,7.8159
1.3,2,1,0,250,1,12,2,0,2.4348,9,8.3227
1.3,8,0,0,3100,0.2,14,1,0,1.6278,9,3.11
1.3,3,1,0,3800,1,6,3,0,1.6107,9,8.3813
1.3,9,1,1,1100,0.1,16,3,0,1.0846,9,4.149
1.3,3,1,0,1750,0.3,6,3,0,1.6107,9,8.3813
1.3,3,1,1,1450,0.1,8,3,0,1.9503,9,6.922
1.3,7,1,0,1600,0,4,3,0,0.72001,9,8.0357
1.3,10,0,0,2550,0.2,8,3,0,1.503,9,2.6945
1.3,1,1,0,1950,0.7,6,2,0,4.5974,9,8.8702
1.3,8,1,1,2400,0.6,4,3,0,0.94565,9,5.3535
1.3,1,0,1,3150,0.1,16,3,0,5.2734,9,7.6841
1.3,2,0,0,2800,0.2,12,3,0,2.654,9,7.6301
1.3,1,1,0,500,0.2,16,1,0,4.7075,9,8.6939
1.3,4,1,0,1400,0.3,10,2,0,1.2807,9,7.9061
1.3,6,1,0,1850,0.1,4,1,0,0.80937,9,8.4081
1.3,5,0,1,3250,0.6,6,1,0,4.0626,9,2.0062
1.3,9,1,0,1450,0.8,10,1,0,0.63342,9,7.1042
1.3,4,0,1,2150,0.7,10,3,0,2.9828,9,3.3944
1.3,10,1,0,1300,0.3,14,2,0,0.66391,9,6.1002
1.3,9,1,0,1300,0.1,16,3,0,0.7786,9,5.7796
1.3,6,0,0,450,1,6,3,0,1.012,9,6.6701
1.3,9,1,1,3900,0.3,14,3,0,1.051,9,4.2815
1.3,3,0,0,2200,0.4,4,3,0,1.8447,9,7.333
1.3,6,1,0,1700,0.8,16,1,0,0.95748,9,7.0498
1.3,5,1,1,200,0,10,2,0,1.3617,9,5.9487
1.3,3,0,1,650,0.5,2,1,0,1.8797,9,7.2786
1.3,3,1,1,2350,0,12,2,0,1.9908,9,6.7813
1.3,6,1,1,3550,0.7,4,3,0,1.1332,9,5.9568
1.3,8,0,1,3400,0.2,14,2,0,5.2773,9,0.95929
1.3,4,0,0,350,0.5,16,2,0,1.4218,9,7.1213
1.3,1,1,1,2450,0.5,2,1,6.9333e-06,4.8782,9,8.416
1.3,9,0,1,2100,0.3,12,1,0,3.9021,9,1.1532
1.3,1,1,0,700,0.8,14,1,0,4.6828,9,8.7446
1.3,5,0,0,1750,0.2,14,1,0,1.3878,9,5.8366
